Die direct O O O
höchste direct O O O
Gerechtigkeit direct O O O
ist direct O O O
stets direct O O O
Vergebung direct O O O
. direct O O O
"""" direct O O O
Und O O O O
er O O O O
lächelte O O O O
. O O O O
Ja O O O O
— O O O O
das O O O O
war O O O O
auch O O O O
eine O O O O
Bekanntschaft O O O O
— O O O O
und O O O O
vielleicht O O O O
die O O O O
eigentümlichste O O O O
von O O O O
allen O O O O
, O O O O
die O O O O
er O O O O
hier O O O O
in O O O O
seiner O O O O
neuen O O O O
Gemeinde O O O O
gemacht O O O O
hatte O O O O
. O O O O
Der O O O O
Einsiedler O O O O
ans O O O O
dem O O O O
Bjönntal O O O O
. O O O O
Aus O O O O
dem O O O O
Fjordende O O O O
hinter O O O O
Tennö O O O O
erstreckte O O O O
sich O O O O
das O O O O
Bjönntal O O O O
tief O O O O
in O O O O
das O O O O
Land O O O O
hinein O O O O
, O O O O
zwischen O O O O
den O O O O
finstern O O O O
Bergen O O O O
bis O O O O
ganz O O O O
an O O O O
das O O O O
bläuende O O O O
Grenzgebirge O O O O
hinan O O O O
. O O O O
Zu O O O O
beiden O O O O
Seiten O O O O
der O O O O
Bjönna O O O O
, O O O O
die O O O O
in O O O O
breitem O O O O
Lauf O O O O
das O O O O
ganze O O O O
Tal O O O O
durchfloß O O O O
, O O O O
stand O O O O
dichter O O O O
, O O O O
uralter O O O O
Tannenwald O O O O
. O O O O
Kein O O O O
Übergang O O O O
konnte O O O O
überraschender O O O O
sein O O O O
, O O O O
als O O O O
wenn O O O O
man O O O O
vom O O O O
Meeresufer O O O O
mit O O O O
den O O O O
nackten O O O O
Felsen O O O O
in O O O O
die O O O O
schwarzen O O O O
, O O O O
sausenden O O O O
Bjönntalwälder O O O O
gelangte O O O O
. O O O O
Hier O O O O
drinnen O O O O
lebte O O O O
eine O O O O
kleine O O O O
Bevölkerung O O O O
eingewanderter O O O O
Finnen O O O O
ihr O O O O
eigenes O O O O
Leben O O O O
in O O O O
ihren O O O O
Ansiedlungen O O O O
, O O O O
weit O O O O
verschieden O O O O
von O O O O
