Des direct O O O
freun direct O O O
sich direct O O O
alle direct O O O
Leute direct O O O
; direct O O O
Und direct O O O
wär' direct O O O
das direct O O O
Kindelein direct O O O
nicht direct O O O
geborn direct O O O
, direct O O O
So direct O O O
wären direct O O O
wir direct O O O
alle direct O O O
zusammen direct O O O
verlorn direct O O O
: direct O O O
Das direct O O O
Heil direct O O O
ist direct O O O
unser direct O O O
aller direct O O O
. direct O O O
O direct O O O
du direct O O O
mein direct O O O
liebster direct O O O
Jesu direct O O O
Christ direct O O O
, direct O O O
Der direct O O O
du direct O O O
als direct O O O
Mensch direct O O O
geboren direct O O O
bist direct O O O
, direct O O O
Erlös direct O O O
uns direct O O O
von direct O O O
der direct O O O
Hölle direct O O O
! direct O O O
Der O O O O
Mann O O O O
am O O O O
Hange O O O O
war O O O O
in O O O O
die O O O O
Knie O O O O
gesunken O O O O
und O O O O
versuchte O O reported O
mit O O reported O
zitternder O O reported O
Stimme O O reported O
einzufallen O O reported O
; O O O O
es O O O O
ward O O O O
nur O O O O
ein O O O O
lautes O O O O
Schluchzen O O O O
daraus O O O O
, O O O O
und O O O O
schwere O O O O
, O O O O
heiße O O O O
Tropfen O O O O
fielen O O O O
in O O O O
den O O O O
Schnee O O O O
. O O O O
Die O O O O
zweite O O O O
Strophe O O O O
begann O O O O
; O O O O
er O O reported O
betete O O reported O
leise O O reported O
mit O O reported O
; O O O O
dann O O O O
die O O O O
dritte O O O O
und O O O O
vierte O O O O
. O O O O
Das O O O O
Lied O O O O
war O O O O
geendigt O O O O
und O O O O
die O O O O
Lichter O O O O
in O O O O
den O O O O
Häusern O O O O
begannen O O O O
sich O O O O
zu O O O O
bewegen O O O O
. O O O O
Da O O O O
richtete O O O O
der O O O O
Mann O O O O
sich O O O O
mühselig O O O O
auf O O O O
und O O O O
schlich O O O O
langsam O O O O
hinab O O O O
in O O O O
das O O O O
Dorf O O O O
. O O O O
An O O O O
mehreren O O O O
Häusern O O O O
keuchte O O O O
er O O O O
vorüber O O O O
, O O O O
dann O O O O
stand O O O O
er O O O O
vor O O O O
einem O O O O
still O O O O
und O O O O
pochte O O O O
leise O O O O
an O O O O
. O O O O
» direct O O O
Was direct O O O
ist direct O O O
denn direct O O O
das direct O O O
? direct O O O
