Von O O O O
der O O O O
Jagd O O O O
im O O O O
Alterthume O O O O
. O O O O
Hasenjagd O O O O
bei O O O O
den O O O O
Alten O O O O
nach O O O O
einer O O O O
etrurischen O O O O
Vase O O O O
. O O O O
E O O reported O
s O O reported O
können O O reported O
hier O O reported O
nicht O O reported O
alle O O reported O
Mittel O O reported O
aufgezählt O O reported O
werden O O reported O
, O O reported O
welche O O reported O
die O O reported O
Jäger O O reported O
im O O reported O
Alterthume O O reported O
zur O O reported O
Erlegung O O reported O
ihrer O O reported O
Beute O O reported O
erfunden O O reported O
haben O O reported O
; O O O O
wir O O reported O
heben O O reported O
blos O O reported O
die O O reported O
interessantesten O O reported O
und O O reported O
daher O O reported O
denkwürdigsten O O reported O
hervor O O reported O
. O O reported O
Die O O O O
Vogelfänger O O O O
bedienten O O O O
sich O O O O
, O O O O
wie O O O O
noch O O O O
heutzutage O O O O
, O O O O
der O O O O
Netze O O O O
oder O O O O
des O O O O
Vogelleims O O O O
und O O O O
die O O O O
Jäger O O O O
erlegten O O O O
die O O O O
Vögel O O O O
im O O O O
Fluge O O O O
mit O O O O
Pfeilen O O O O
. O O O O
Jn O O O O
letzterer O O O O
Hinsicht O O O O
zeichneten O O O O
sich O O O O
besonders O O O O
die O O O O
Einwohner O O O O
der O O O O
Jnsel O O O O
Kreta O O O O
aus O O O O
. O O O O
Auch O O O O
Hercules O O O O
ist O O O O
auf O O O O
mehren O O O O
alten O O O O
Der O O O O
jagende O O O O
Hercules O O O O
. O O O O
Monumenten O O O O
abgebildet O O O O
, O O O O
wie O O O O
er O O O O
die O O O O
Stymphalischen O O O O
Vögel O O O O
, O O O O
eine O O O O
der O O O O
zehn O O O O
ihm O O O O
auferlegten O O O O
bekannten O O O O
Arbeiten O O O O
, O O O O
mit O O O O
Pfeilen O O O O
tödtet O O O O
. O O O O
Man O O O O
richtete O O O O
auch O O O O
, O O O O
wie O O O O
später O O O O
im O O O O
Mittelalter O O O O
, O O O O
Raubvögel O O O O
zum O O O O
Fang O O O O
ab O O O O
. O O O O
Nach O O O O
den O O O O
Hasen O O O O
wurden O O O O
Speere O O O O
oder O O O O
eine O O O O
Art O O O O
oben O O O O
gekrümmter O O O O
Keulen O O O O
, O O O O
welche O O reported O
man O O reported O
Lagobolon O O reported O
nannte O O reported O
, O O O O
geworfen O O O O
. O O O O
Die O O O O
Faune O O O O
, O O O O
Waldgötter O O O O
der O O O O
Alten O O O O
, O O O O
und O O O O
die O O O O
Hirten O O O O
werden O O O O
oft O O O O
mit O O O O
einem O O O O
Lagobolon O O O O
in O O O O
der O O O O
einen O O O O
und O O O O
mit O O O O
einem O O O O
Hasen O O O O
in O O O O
der O O O O
andern O O O O
Hand O O O O
abgebildet O O O O
. O O O O
Die O O O O
Jagd O O O O
auf O O O O
Rothwild O O O O
war O O O O
schwieriger O O O O
und O O O O
gefährlicher O O O O
. O O O O
Zuweilen O O O O
griff O O O O
man O O O O
dasselbe O O O O
geradezu O O O O
zu O O O O
Fuß O O O O
an O O O O
und O O O O
erlegte O O O O
es O O O O
mit O O O O
Speeren O O O O
und O O O O
Pfeilen O O O O
; O O O O
gewöhnlicher O O O O
aber O O O O
bediente O O O O
man O O O O
sich O O O O
dazu O O O O
der O O O O
Netze O O O O
oder O O O O
Garne O O O O
. O O O O
Diese O O O O
wurden O O O O
von O O O O
leinenen O O O O
Fäden O O O O
so O O O O
fein O O O O
und O O O O
zugleich O O O O
so O O O O
fest O O O O
gestrickt O O O O
, O O O O
daß O O O O
die O O O O
wildesten O O O O
Thiere O O O O
sie O O O O
nicht O O O O
durchbrechen O O O O
konnten O O O O
. O O O O
Der O O O O
römische O O O O
Schriftsteller O O O O
Plinius O O O O
erzählt O O O O
, O O O O
daß O indirect O O
ein O indirect O O
einziger O indirect O O
Mann O indirect O O
alle O indirect O O
Netze O indirect O O
habe O indirect O O
fortbringen O indirect O O
können O indirect O O
, O indirect O O
welche O indirect O O
gebraucht O indirect O O
wurden O indirect O O
, O indirect O O
um O indirect O O
einen O indirect O O
Wald O indirect O O
zu O indirect O O
umstellen O indirect O O
. O indirect O O
Unbegreiflich O O O O
scheint O O O O
es O O O O
, O O O O
wenn O O O O
uns O O O O
berichtet O O O O
wird O O O O
, O O O O
daß O indirect O O
jeder O indirect O O
einzelne O indirect O O
Faden O indirect O O
aus O indirect O O
150 O indirect O O
natürlich O indirect O O
ganz O indirect O O
feinen O indirect O O
Fäden O indirect O O
zusammengesponnen O indirect O O
war O indirect O O
. O indirect O O
Hinter O O O O
diesen O O O O
um O O O O
einen O O O O
Forst O O O O
herumgestellten O O O O
Netzen O O O O
standen O O O O
drei O O O O
Männer O O O O
, O O O O
einer O O O O
an O O O O
der O O O O
Mitte O O O O
und O O O O
an O O O O
jedem O O O O
Ende O O O O
einer O O O O
. O O O O
Jn O O O O
gewissen O O O O
Zwischenräumen O O O O
waren O O O O
in O O O O
denselben O O O O
lange O O O O
ebenfalls O O O O
gestrickte O O O O
Säcke O O O O
angebracht O O O O
; O O O O
wenn O O O O
nun O O O O
das O O O O
von O O O O
den O O O O
Jägern O O O O
und O O O O
Hunden O O O O
aufgetriebene O O O O
Wild O O O O
an O O O O
die O O O O
Netze O O O O
kam O O O O
und O O O O
sich O O O O
gehemmt O O O O
sah O O O O
, O O O O
so O O O O
lief O O O O
es O O O O
daran O O O O
auf O O O O
und O O O O
ab O O O O
und O O O O
suchte O O O O
einen O O O O
Durchgang O O O O
. O O O O
Jndem O O O O
es O O O O
nun O O O O
die O O O O
Öffnungen O O O O
jener O O O O
Säcke O O O O
für O O O O
Durchgänge O O O O
hielt O O O O
, O O O O
stürzte O O O O
es O O O O
sich O O O O
hinein O O O O
und O O O O
dann O O O O
zogen O O O O
die O O O O
aufgestellten O O O O
Wächter O O O O
vermittelst O O O O
eines O O O O
Seils O O O O
die O O O O
Öffnungen O O O O
der O O O O
Säcke O O O O
rasch O O O O
zu O O O O
. O O O O
