Auf O O O O
einem O O O O
so O O O O
bereiteten O O O O
Nährboden O O O O
entwickelt O O O O
sich O O O O
im O O O O
Gymnasiasten O O O O
gar O O O O
leicht O O O O
eine O O O O
der O O O O
Schule O O O O
feindliche O O O O
Stimmung O O O O
, O O O O
zumal O O O O
wenn O O O O
diese O O O O
Schule O O O O
, O O O O
wie O O O O
alles O O O O
Menschenwerk O O O O
, O O O O
an O O O O
ihrem O O O O
Organismus O O O O
auch O O O O
einige O O O O
schadhafte O O O O
Stellen O O O O
aufweist O O O O
. O O O O
Denn O O O O
natürlich O O O O
sind O O O O
doch O O O O
die O O O O
gewissenhaftesten O O O O
und O O O O
tüchtigsten O O O O
Rektoren O O O O
und O O O O
Lehrer O O O O
auch O O O O
nur O O O O
Menschen O O O O
mit O O O O
menschlichen O O O O
Schwächen O O O O
und O O O O
Eigenheiten O O O O
. O O O O
Diese O O O O
sind O O O O
zu O O O O
allen O O O O
Zeiten O O O O
von O O O O
den O O O O
Schülern O O O O
sorgfältig O O O O
beobachtet O O O O
, O O O O
registriert O O O O
und O O O O
in O O reported O
der O O reported O
Erzählung O O reported O
ausgeschmückt O O reported O
und O O reported O
übertrieben O O reported O
worden O O reported O
. O O reported O
Wie O O O O
dies O O O O
ohne O O O O
Verletzung O O O O
der O O O O
Pietät O O O O
geschieht O O O O
, O O O O
dafür O O O O
ist O O O O
Rogges O O O O
köstliches O O O O
„ O O O O
Pförtnerleben O O O O
"""" O O O O
ein O O O O
klassisches O O O O
Beispiel O O O O
. O O O O
Aber O O O O
neuerdings O O O O
entwickelt O O O O
sich O O O O
auf O O O O
dem O O reported O
geschilderten O O reported O
Nährboden O O reported O
vielfach O O O O
statt O O O O
des O O O O
Schulhumors O O O O
das O O O O
Gift O O O O
der O O O O
Nichtachtung O O O O
, O O O O
das O O O O
sich O O O O
bei O O O O
solchen O O O O
Schülern O O O O
, O O O O
die O O O O
Mißerfolge O O O O
erleben O O O O
, O O O O
unter O O O O
Umständen O O O O
bis O O O O
zum O O O O
Haß O O O O
steigert O O O O
. O O O O
Der O O O O
Begriff O O O O
des O O O O
Nietzschischen O O O O
