Schwurgerichtsverhandlungen O O O O
. O O O O
✴ O O O O
Würzburg O O O O
, O O O O
18. O O O O
Febr O O O O
. O O O O
Die O O O O
letzte O O O O
Sitzung O O O O
des O O O O
Schwurgerichtshofes O O O O
bot O O O O
noch O O O O
dem O O O O
zahlreichen O O O O
Publikum O O O O
ein O O O O
trauriges O O O O
und O O O O
abschreckendes O O O O
Bild O O O O
der O O O O
menschlichen O O O O
Verwirrung O O O O
dar O O O O
. O O O O
Eine O O O O
Mutter O O O O
sitzt O O O O
, O O O O
vor O O O O
Scham O O O O
tief O O O O
in O O O O
ihre O O O O
Tücher O O O O
gehüllt O O O O
, O O O O
der O O O O
Schauderthat O O O O
angeklagt O O O O
vor O O O O
uns O O O O
, O O O O
ihr O indirect O O
neugebornes O indirect O O
Kind O indirect O O
lebendig O indirect O O
und O indirect O O
in O indirect O O
der O indirect O O
Absicht O indirect O O
, O indirect O O
es O indirect O O
zu O indirect O O
tödten O indirect O O
, O indirect O O
ins O indirect O O
Was O indirect O O
ser O indirect O O
geworfen O indirect O O
zu O indirect O O
haben O indirect O O
. O indirect O O
Die O O O O
Kindsmörderin O O O O
heißt O O O O
Anna O O O O
Maria O O O O
Kemmeter O O O O
und O O O O
ist O O O O
von O O O O
Estenfeld O O O O
; O O O O
sie O O O O
hatte O O O O
schon O O O O
früher O O O O
einmal O O O O
außerehelich O O O O
geboren O O O O
, O O O O
und O O O O
die O O O O
Verhandlung O O O O
hat O O O O
nur O O O O
Weniges O O O O
geboten O O O O
, O O O O
was O O O O
ihr O O O O
bei O O O O
ihrer O O O O
That O O O O
als O O O O
Entschuldigungsgrund O O O O
, O O O O
geschweige O O O O
denn O O O O
als O O O O
Milderungsgrund O O O O
ihrer O O O O
Strafbarkeit O O O O
hätte O O O O
eingerechnet O O O O
werden O O O O
können O O O O
. O O O O
Sie O O O O
selbst O O O O
gestand O O O O
gleich O O O O
anfangs O O O O
, O O O O
daß O indirect O O
sie O indirect O O
das O indirect O O
Kind O indirect O O
in O indirect O O
den O indirect O O
Bach O indirect O O
geworfen O indirect O O
habe O indirect O O
, O O O O
allein O O O O
sie O O O O
behauptete O O O O
dabei O O O O
, O O O O
daß O indirect O O
es O indirect O O
schon O indirect O O
todt O indirect O O
gewesen O indirect O O
. O indirect O O
Das O O reported O
ärztliche O O reported O
Gutachten O O reported O
aber O O O O
, O O O O
und O O O O
namentlich O O O O
jenes O O O O
des O O O O
Herrn O O O O
Hofrathes O O O O
Dr. O O O O
Kiewisch O O O O
, O O O O
welches O O reported O
er O O reported O
in O O reported O
öffentlicher O O reported O
Sitzung O O reported O
mündlich O O reported O
wiederholte O O reported O
, O O O O
sprach O O O O
sich O O O O
bestimmt O O O O
und O O O O
entschieden O O O O
dahin O O O O
aus O O O O
, O O O O
daß O indirect O O
das O indirect O O
Kind O indirect O O
nach O indirect O O
seiner O indirect O O
Geburt O indirect O O
nicht O indirect O O
nur O indirect O O
lebensfähig O indirect O O
war O indirect O O
