Lokal-Nachrichten O O O O
. O O O O
— O O O O
Auszeichnug O O O O
. O O O O
Dem O O reported O
seit O O reported O
Kriegsbeginn O O reported O
im O O reported O
Felde O O reported O
stehenden O O reported O
Oberleutnant O O reported O
i. O O reported O
d. O O reported O
R. O O reported O
eines O O reported O
schweren O O reported O
Feldartillerie-Regimentes O O reported O
Dr. O O reported O
jur. O O reported O
Emanuel O O reported O
Sztankov O O reported O
á O O reported O
nszky O O reported O
de O O reported O
Nagy-L O O reported O
é O O reported O
vard O O reported O
( O O reported O
Finanzrat O O reported O
im O O reported O
gemeinsamen O O reported O
Finanzministerium O O reported O
) O O reported O
wurde O O reported O
für O O reported O
tapferes O O reported O
Verhalten O O reported O
und O O reported O
vorzügliche O O reported O
Dienstleistung O O reported O
vor O O reported O
dem O O reported O
Feinde O O reported O
neuerlich O O reported O
die O O reported O
belobende O O reported O
Allerhöchste O O reported O
Anerkennung O O reported O
ausgesprochen O O reported O
. O O reported O
— O O O O
Bezirkshauptmann O O O O
Freiherr O O O O
von O O O O
Czekelius O O O O
† O O O O
. O O O O
In O O O O
Wien O O O O
starb O O O O
am O O O O
16. O O O O
d. O O O O
M. O O O O
plötzlich O O O O
der O O O O
Bezirkshauptmann O O O O
von O O O O
Amstetten O O O O
Ludwig O O O O
Freiherr O O O O
Czekelius O O O O
von O O O O
Rosenfeld O O O O
im O O O O
51. O O O O
Lebensjahre O O O O
. O O O O
Der O O O O
Verstorbene O O O O
war O O O O
früher O O O O
als O O O O
Kommissär O O O O
unter O O O O
Bezirkshauptmann O O O O
Graf O O O O
zur O O O O
Lippe O O O O
bei O O O O
der O O O O
hiesigen O O O O
Bezirkshauptmannschaft O O O O
tätig O O O O
und O O O O
hatte O O O O
sich O O O O
in O O O O
dieser O O O O
Stellung O O O O
allgemeine O O O O
Sympathien O O O O
und O O O O
volle O O O O
Hochschätzung O O O O
erworben O O O O
. O O O O
Er O O O O
war O O O O
der O O O O
Schwager O O O O
des O O O O
ersten O O O O
Sektionschefs O O O O
im O O O O
Auswärtigen O O O O
Amte O O O O
, O O O O
Botschafter O O O O
Dr. O O O O
Freiherr O O O O
von O O O O
Macchio O O O O
, O O O O
in O O O O
dessen O O O O
Beisein O O O O
auch O O O O
sein O O O O
Tod O O O O
erfolgte O O O O
. O O O O
— O O O O
Todesfälle O O O O
. O O O O
Samstag O O O O
, O O O O
den O O O O
16. O O O O
September O O O O
um O O O O
2 O O O O
Uhr O O O O
nachmittags O O O O
starb O O O O
hier O O O O
nach O O O O
kurzem O O O O
Leiden O O O O
Frau O O O O
Marie O O O O
Grimm O O O O
, O O O O
geb. O O O O
Draxler O O O O
, O O O O
im O O O O
76. O O O O
Lebensjahre O O O O
. O O O O
Die O O O O
Beerdigung O O O O
fand O O O O
Dienstag O O O O
, O O O O
den O O O O
19. O O O O
d. O O O O
M. O O O O
, O O O O
auf O O O O
dem O O O O
hiesigen O O O O
Stadtpfarrfriedhofe O O O O
im O O O O
eigenen O O O O
Grabe O O O O
statt O O O O
. O O O O
Die O O O O
Verstorbene O O O O
war O O O O
die O O O O
Mutter O O O O
des O O O O
Musikschuldirektors O O O O
Herrn O O O O
Viktor O O O O
Grimm O O O O
. O O O O
— O O O O
Montag O O O O
, O O O O
den O O O O
18. O O O O
d. O O O O
M. O O O O
, O O O O
um O O O O
6 O O O O
Uhr O O O O
früh O O O O
verschied O O O O
nach O O O O
längerem O O O O
Leiden O O O O
im O O O O
47. O O O O
Lebensjahre O O O O
der O O O O
Private O O O O
Herr O O O O
Josef O O O O
Saminger O O O O
. O O O O
Die O O O O
Bestattung O O O O
findet O O O O
heute O O O O
, O O O O
Mittwoch O O O O
, O O O O
um O O O O
3 O O O O
Uhr O O O O
nachmittags O O O O
statt O O O O
. O O O O
— O O O O
Konzert O O O O
zu O O O O
