Lose O O O O
Blätter O O O O
. O O O O
Milde O O O O
Winter O O O O
der O O O O
Vorzeit O O O O
. O O O O
Jn O O O O
der O O O O
Witterungsgeschichte O O O O
, O O O O
vom O O O O
Jahre O O O O
1172 O O O O
ab O O O O
, O O O O
finden O O O O
sich O O O O
viele O O O O
äußerst O O O O
milde O O O O
Winter O O O O
im O O O O
nördlichen O O O O
Deutschland O O O O
verzeichnet O O O O
. O O O O
So O O O O
trieben O O O O
1184 O O O O
die O O O O
Bäume O O O O
und O O O O
Weinstöcke O O O O
schon O O O O
im O O O O
Februar O O O O
Knospen O O O O
und O O O O
Blüthen O O O O
, O O O O
die O O O O
Baumfrüchte O O O O
gelangten O O O O
im O O O O
Mai O O O O
und O O O O
die O O O O
Weintrauben O O O O
Anfangs O O O O
August O O O O
zur O O O O
Reife O O O O
. O O O O
Anno O O O O
1289 O O O O
trugen O O O O
die O O O O
Jungfrauen O O O O
in O O O O
den O O O O
Weihnachtsfeiertagen O O O O
Kränze O O O O
von O O O O
blühenden O O O O
Veilchen O O O O
, O O O O
und O O O O
im O O O O
Februar O O O O
von O O O O
Kornblumen O O O O
in O O O O
den O O O O
Haaren O O O O
. O O O O
Jm O O O O
April O O O O
blühte O O O O
der O O O O
Wein O O O O
auch O O O O
in O O O O
Berlin O O O O
-- O O O O
denn O O O O
die O O O O
Stadt O O O O
besaß O O O O
damals O O O O
der O O O O
Weinberge O O O O
viele O O O O
, O O O O
worauf O O O O
die O O O O
Weinstraße O O O O
, O O O O
der O O O O
Wollank'sche O O O O
und O O O O
Sametzki'sche O O O O
Weinberg O O O O
, O O O O
die O O O O
Weinmeisterstraße O O O O
und O O O O
die O O O O
Weinbergsgasse O O O O
( O O O O
jetzige O O O O
kleine O O O O
Rosenthalerstraße O O O O
) O O O O
hindeuten O O O O
. O O O O
Jm O O O O
Jahre O O O O
1572 O O O O
schlugen O O O O
im O O O O
Januar O O O O
die O O O O
Bäume O O O O
aus O O O O
, O O O O
im O O O O
Februar O O O O
bedeckten O O O O
sie O O O O
mit O O O O
ihrem O O O O
Laube O O O O
die O O O O
Vogelnester O O O O
. O O O O
Anno O O O O
1622 O O O O
war O O O O
der O O O O
Januar O O O O
im O O O O
nördlichen O O O O
Deutschland O O O O
so O O O O
gelinde O O O O
, O O O O
daß O O O O
die O O O O
Oefen O O O O
nicht O O O O
geheizt O O O O
zu O O O O
werden O O O O
brauchten O O O O
; O O O O
im O O O O
Februar O O O O
blühten O O O O
die O O O O
Bäume O O O O
. O O O O
Jm O O O O
Winter O O O O
1659 O O O O
trat O O O O
weder O O O O
Frost O O O O
noch O O O O
Schnee O O O O
ein O O O O
; O O O O
1782 O O O O
kamen O O O O
gegen O O O O
Ende O O O O
Dezember O O O O
heftige O O O O
Stürme O O O O
, O O O O
Blitz O O O O
und O O O O
Donner O O O O
; O O O O
im O O O O
Januar O O O O
1783 O O O O
trieben O O O O
die O O O O
Gartenpflanzen O O O O
hervor O O O O
und O O O O
die O O O O
Bäume O O O O
schlugen O O O O
aus O O O O
. O O O O
Jn O O O O
allen O O O O
diesen O O O O
milden O O O O
Wintern O O O O
fanden O O O O
die O O O O
Winde O O O O
jedesmal O O O O
auf O O O O
der O O O O
Aequinoctialseite O O O O
statt. O O O O
M. O O O O
Die O O O O
Kanone O O O O
als O O O O
Civilisationsmittel O O O O
. O O O O
Jm O O O O
Jahre O O O O
1786 O O O O
kaufte O O O O
England O O O O
die O O O O
kleine O O O O
malayische O O O O
Jnsel O O O O
Penang O O O O
für O O O O
eine O O O O
jährliche O O O O
Rente O O O O
von O O O O
zehntausend O O O O
Dollars O O O O
, O O O O
welche O O O O
an O O O O
den O O O O
Radjah O O O O
von O O O O
Quedha O O O O
, O O O O
den O O O O
legitimen O O O O
Besitzer O O O O
, O O O O
noch O O O O
heutigen O O O O
Tages O O O O
gezahlt O O O O
werden O O O O
muß O O O O
. O O O O
Der O O O O
erste O O O O
Gouverneur O O O O
fand O O O O
die O O O O
Jnsel O O O O
derartig O O O O
mit O O O O
Dickicht O O O O
und O O O O
Gestrüpp O O O O
besetzt O O O O
, O O O O
daß O O O O
eine O O O O
große O O O O
Anzahl O O O O
Eingeborener O O O O
gedungen O O O O
werden O O O O
mußte O O O O
, O O O O
um O O O O
den O O O O
Boden O O O O
kulturfähig O O O O
zu O O O O
machen O O O O
. O O O O
Jndessen O O O O
ging O O O O
die O O O O
Arbeit O O O O
, O O O O
da O O O O
die O O O O
Malayen O O O O
an O O O O
so O O O O
schweres O O O O
Tagewerk O O O O
nicht O O O O
gewöhnt O O O O
, O O O O
nur O O O O
langsam O O O O
vorwärts O O O O
, O O O O
bis O O reported O
der O O reported O
Gouverneur O O reported O
einen O O reported O
sonderbaren O O reported O
Einfall O O reported O
hatte O O reported O
. O O reported O
Er O O O O
ließ O O O O
eine O O O O
Kanone O O O O
mit O O O O
Münzen O O O O
laden O O O O
und O O O O
gegen O O O O
den O O O O
mit O O O O
dem O O O O
Gestrüpp O O O O
besetzten O O O O
Boden O O O O
abfeuern O O O O
. O O O O
Sofort O O O O
wurden O O O O
die O O O O
Eingeborenen O O O O
von O O O O
einem O O O O
solchen O O O O
Eifer O O O O
ergriffen O O O O
, O O O O
die O O O O
Dollars O O O O
wieder O O O O
aufzufinden O O O O
, O O O O
daß O O O O
die O O O O
dichtesten O O O O
„ O O O O
Jungels O O O O
“ O O O O
sich O O O O
bald O O O O
lichteten O O O O
und O O O O
schließlich O O O O
ganz O O O O
verschwanden O O O O
. O O O O
n O O O O
. O O O O
