Das O
Heiligenbild O
Ich O
hatte O
es O
meiner O
geraden O
Figur O
und O
dem O
Teufel O
, O
der O
mich O
unter O
euch O
hat O
geboren O
werden O
lassen O
, O
zu O
verdanken O
, O
daß O
ich O
zu O
einer O
achtwöchentlichen O
Übung O
eingezogen O
war O
, O
und O
ich O
war O
glücklich O
, O
wie O
man O
in O
deutscher O
Vergewaltigung O
glücklich O
sein O
kann O
, O
wenn O
ich O
zwischen O
Steinen O
und O
Wolken O
und O
Bäumen O
, O
deren O
Zusammenleben O
mir O
als O
Flachländer APP
neuartig O
und O
verlockend O
war O
, O
eben O
diese O
Vergewaltigung O
vergaß O
. O
Denn O
ich O
bin O
kein O
Patriot O
und O
kein O
Staatsbürger O
privilegierter O
Richtung O
, O
und O
bin O
Wanderer APP
und O
Klausner APP
und O
nenne O
mich O
euch O
gegenüber O
einen O
Kosmoaristokraten APP
und O
stehe O
bewußt O
und O
selbstgewollt O
außerhalb O
jeder O
Massenvereinigung O
. O
Die O
Bürgervorteile O
und O
kleinen O
Faulheiten O
, O
die O
ich O
in O
dieser O
bestbevormundeten APP
und APP
schabloniertesten APP
aller O
Pöbelherden O
genieße O
, O
sind O
mir O
aufgezwungen O
und O
verhaßt O
und O
sollten O
sogar O
in O
euren O
Augen O
kein O
Äquivalent O
sein O
dürfen O
für O
die O
Eingriffe O
einer O
brutalen O
Polizei O
, O
die O
in O
jedem O
» O
Untertanen O
« O
, O
auf O
den O
sie O
ihre O
feige O
Faust O
legt O
, O
sogleich O
den O
zukünftigen O
oder O
verkappten O
» O
Verbrecher O
« O
sieht O
, O
und O
eines O
Militarismus O
, O
der O
im O
Solde O
eines O
sinnlosen O
und O
plebejischen O
Mammonismus O
und O
eines O
von O
ihm O
angesteckten O
Junkertums O
sein O
Söldnertum O
bombastisch O
und O
feige O
in O
eine O
gottgewollte O
Notwendigkeit O
umlügt O
und O
seine O
Paragraphenmacht O
zur O
Vergewaltigung O
friedfertiger O
Tölpel O
mißbraucht O
, O
und O
dessen O
mit O
Nimbus O
umgebenes O
Subalternoffizierkorps O
in O
seinen O
» O
Untergebenen O
« O
das O
bequeme O
, O
weil O
wehrlose O
, O
Objekt O
unflätiger O
Wutausbrüche O
sieht O
. O
Ich O
möchte O
mein O
Leben O
, O
wie O
ich O
es O
heute O
sehe O
und O
es O
heute O
für O
lebenswürdig O
ansehe O
, O
lieber O
unter O
Wegelagerern O
leben O
als O
unter O
diesem O
Gesindel APP
seelischer O
Kretins APP
, O
deren O
Feigheit O
und O
gewollte O
Blindheit O
und O
faule O
Kriecherei O
vor O
atavistischen O
Hohlheiten O
zum O
Himmel O
stinkt O
. O
Vergleiche O
ich O
mich O
, O
meine O
nie O
wiederkehrende O
Einzigartigkeit O
, O
meinen O
Mut O
zu O
mir O
selbst O
, O
meine O
Verachtung O
euch O
gegenüber O
und O
meinen O
unzerstörbar O
darin O
begründeten O
Wert O
mit O
euch O
, O
die O
ihr O
vor O
religiösem O
Macht- O
und O
Geschäftstrug O
– O
einen O
Betrug O
, O
den O
jedes O
Kind O
durchschaut O
– O
, O
vor O
monarchischen O
Popanzen O
und O
gesellschaftlichen O
Verranntheiten O
, O
deren O
ungeheure O
Lüge O
kein O
Gegenstück O
in O
der O
Geschichte O
findet O
, O
demütig O
und O
eurer O
Lüge O
hell O
bewußt O
den O
Hut O
zieht O
, O
so O
würgt O
mich O
der O
Ekel O
, O
der O
Ekel O
, O
mit O
euch O
die O
gleiche O
Luft O
zu O
atmen O
, O
derart O
– O
– O
aber O
ich O
speie O
diese O
Wut O
nicht O
aus O
und O
ich O
lache O
dieses O
Lachen O
nicht O
, O
ich O
fliehe O
auch O
nicht O
vor O
euch O
und O
drücke O
mich O
schmollend O
in O
eine O
Grönlandecke O
, O
ich O
sehe O
fort O
und O
blicke O
traurig O
in O
meine O
Welt O
– O
– O
– O
Aber O
mein O
Leben O
rennt O
mir O
fort O
, O
auf O
donnernden O
Rädern O
rast O
es O
mit O
mir O
fort O
und O
ich O
habe O
nicht O
viel O
Zeit O
mehr O
bis O
zum O
Grab O
. O
Oh O
mein O
goldenes O
Leben O
, O
meine O
durstigen O
Augen O
! O
Oh O
mein O
heller O
Blitz O
in O
der O
ewigen O
Nacht O
! O
– O
Mein O
anständiger O
Antipode APP
, O
falls O
Dummheit O
sanktioniert O
, O
ist O
aber O
der O
Korpsstudent APP
, O
der O
heute O
schweißtriefend O
neben O
mir O
marschiert O
. O
Er O
ist O
so O
dumm O
; O
ihm O
ist O
alles O
und O
gar O
er O
selbst O
so O
klar O
und O
fest O
, O
so O
unzweifelhafte O
Wirklichkeit O
; O
er O
hat O
sich O
so O
selbstverständlich O
in O
sie O
eingefügt O
, O
wie O
man O
in O
einem O
Bau O
einen O
Ziegel O
zwischen O
andere O
fügt O
. O
Er O
sieht O
in O
unseren O
Institutionen O
die O
natürlichsten O
Notwendigkeiten O
, O
er O
sieht O
Segnungen O
in O
ihnen O
, O
ja O
er O
kennt O
Wahrheiten O
, O
religiöse O
politische O
philosophische O
, O
absolute O
Wahrheiten O
, O
bezahlte O
gelehrte O
gepredigte O
– O
gedruckte O
Wahrheiten O
! O
– O
Als O
ob O
nicht O
jede O
