– O
Nach O
dieser O
Erzählung O
, O
über O
die O
wir O
recht O
herzlich O
lachten O
, O
fuhr O
die O
Bois-Laurier APP
folgendermaßen O
fort O
: O
Ich APP
will O
nicht O
von O
jenen O
Ungeheuern O
sprechen O
, O
die O
nur O
an O
widernatürlichen O
Freuden O
Genuß O
haben O
, O
einerlei O
, O
ob O
sie O
dabei O
handelnd O
oder O
leidend O
mitwirken O
. O
Italien O
bringt O
heutzutage O
nicht O
so O
viele O
derartige O
Menschen O
hervor O
wie O
Frankreich O
. O
Bekannt O
ist O
ja O
die O
Geschichte O
, O
wie O
ein O
von O
diesem O
Laster O
befallener O
, O
übrigens O
sehr O
liebenswürdiger O
und O
reicher O
Kavalier APP
in O
seiner O
Hochzeitsnacht O
bei O
einer O
reizenden O
Frau APP
nur O
dadurch O
fertig O
werden O
konnte O
, O
daß O
er O
seinen O
Lakai APP
zu O
Hilfe O
rief O
. O
Er O
befahl O
ihm O
, O
mitten O
in O
der O
Verrichtung O
ihm O
von O
hinten O
dieselbe O
Einspritzung O
zu O
verabfolgen O
, O
die O
er O
seiner O
Frau APP
von O
vorne O
machte O
. O
Die O
Herren APP
Päderasten APP
machen O
sich O
ja O
allerdings O
über O
unsere O
üblen O
Nachreden O
lustig O
und O
verteidigen O
lebhaft O
ihren O
Geschmack O
, O
indem O
sie O
behaupten O
, O
daß O
ihre O
Gegner APP
auch O
nicht O
nach O
anderen O
Grundsätzen O
handeln O
als O
sie O
selber O
. O
Diese O
Ketzer O
sagen O
nämlich O
: O
Wir O
alle O
suchen O
den O
Genuß O
auf O
dem O
Wege O
, O
auf O
den O
wir O
ihn O
zu O
finden O
glauben O
. O
Der O
Geschmack O
leitet O
unsere O
Gegner APP
genauso O
wie O
uns O
. O
Nun O
werden O
sie O
uns O
doch O
zugeben O
, O
daß O
wir O
Menschen O
nicht O
freie O
Herren O
sind O
, O
diesen O
oder O
jenen O
Geschmack O
zu O
haben O
. O
Man O
wirft O
uns O
ein O
: O
Aber O
wenn O
ein O
Geschmack O
strafbar O
ist O
, O
wenn O
er O
gegen O
die O
Natur O
verstößt O
, O
dann O
muß O
man O
ihn O
zurückweisen O
. O
– O
Durchaus O
nicht O
! O
Warum O
soll O
man O
nicht O
seinem O
Geschmack O
folgen O
, O
wenn O
es O
sich O
nur O
um O
Genuß O
handelt O
? O
Strafbare O
Genüsse O
gibt O
es O
nicht O
. O
Übrigens O
ist O
es O
nicht O
richtig O
, O
daß O
die O
konträre O
Liebe O
widernatürlich O
sei O
; O
denn O
gerade O
die O
Natur O
gibt O
uns O
ja O
den O
Hang O
zu O
jenem O
Genuß O
. O
– O
Aber O
auf O
diese O
Weise O
kann O
man O
sein O
Geschlecht O
nicht O
fortpflanzen O
, O
wirft O
man O
uns O
wieder O
ein O
. O
Welch O
kläglicher O
Einwand O
! O
Welcher O
Mensch O
, O
habe O
er O
nun O
diesen O
oder O
jenen O
Geschmack O
, O
gibt O
sich O
wohl O
dem O
Liebesgenuß O
hin O
, O
um O
ein O
Kind O
zu O
zeugen O
? O
! O
Kurz O
und O
gut O
, O
fuhr O
die O
Bois-Laurier PER
fort O
, O
die O
Herren O
Päderasten O
führen O
tausend O
gute O
Gründe O
an O
, O
um O
den O
Glauben O
zu O
erwecken O
, O
daß O
sie O
weder O
zu O
beklagen O
noch O
zu O
tadeln O
seien O
. O
Wie O
dem O
aber O
auch O
sei O
, O
ich O
verabscheue O
sie O
. O
Ich APP
muß O
dir O
doch O
einen O
recht O
komischen O
Streich O
erzählen O
, O
den O
ich O
ein O
einziges O
Mal O
in O
meinem O
Leben O
einem O
von O
diesen O
abscheulichen O
Feinden O
unseres O
Geschlechtes O
gespielt O
habe O
. O
Ich O
war O
benachrichtigt O
worden O
, O
daß O
er O
mich O
besuchen O
würde O
, O
und O
obgleich O
ich O
schon O
von O
Natur O
ganz O
gewaltige O
Winde O
lasse O
, O
hatte O
ich O
mir O
absiehtlich O
den O
Bauch O
voll O
von O
Kohlrüben O
geschlagen O
, O
um O
ihn O
meinem O
Plan O
gemäß O
empfangen O
zu O
können O
. O
Ich O
duldete O
den O
Kerl APP
überhaupt O
nur O
aus O
Gefälligkeit O
gegen O
meine O
Mutter APP
. O
Jedesmal O
, O
wenn O
er O
in O
unsere O
Wohnung O
kam O
, O
beschäftigte O
er O
sich O
zwei O
Stunden O
damit O
, O
meine O
Hinterbacken O
zu O
untersuchen O
, O
sie O
zu O
öffnen O
und O
wieder O
zu O
schließen O
, O
den O
Finger O
ins O
Loch O
zu O
stecken O
, O
in O
das O
er O
gar O
zu O
gern O
etwas O
anderes O
gesteckt O
hätte O
, O
wenn O
ich O
ihm O
nicht O
von O
vornherein O
kurz O
und O
bündig O
meine O
Meinung O
gesagt O
hätte O
. O
Mit O
einem O
Wort O
: O
Ich O
verabscheute O
ihn O
. O
Um O
neun O
Uhr O
abends O
kam O
er O
an O
; O
ich O
mußte O
mich O
am O
Rande O
des O
Bettes O
platt O
auf O
den O
Bauch O
legen O
. O
Hierauf O
hob O
er O
mir O
Röcke O
und O
Hemd O
hoch O
und O
bewaffnete O
sich O
nach O
seiner O
löblichen O
Gewohnheit O
mit O
einer O
Kerze O
, O
um O
den O
Gegenstand O
seiner O
Verehrung O
genau O
betrachten O
zu O
können O
. O
Hierauf O
hatte O
ich O
nur O
gewartet O
. O
Er O
ließ O
sich O
auf O
das O
eine O
Knie O
nieder O
und O
kam O
mit O
seiner O
Nase O
und O
seinem O
Licht O
meinem O
Hintern O
nahe O
. O
