Von O
der O
Verfasserin O
von O
Clementine O
Bei O
Gerhard O
, O
dem O
ersten O
Restaurant O
einer O
großen O
deutschen O
Handelsstadt O
, O
hatte O
sich O
im O
Spätherbst O
des O
Jahres O
achtzehnhundertzweiunddreißig O
nach O
dem O
Theater O
eine O
Gesellschaft APP
von O
jungen O
Leuten APP
in O
einem O
besondern O
Zimmer O
zusammengefunden O
, O
die O
anfänglich O
während O
des O
Abendessens O
heiter O
die O
Begegnisse O
des O
Tages O
besprach O
, O
allmälig O
zu O
dem O
Theater O
und O
den O
Schauspielern APP
zurückkehrte O
und O
nun O
in O
schäumendem O
Champagner O
das O
Wohl O
einer O
gefeierten O
Künstlerin APP
, O
der O
Giovanolla PER
, O
trank O
, O
welche O
an O
jenem O
Abende O
die O
Bühne O
betreten O
hatte O
. O
Sie O
soll O
leben O
und O
blühen O
in O
ewiger O
Schönheit O
! O
sagte O
entzückt O
der O
Maler PER
Erlau PER
, O
und O
möge O
es O
mir O
vergönnt O
sein O
, O
die O
Feueraugen O
und O
den O
Götternacken O
dieses O
Mädchens APP
immer O
vor O
meinen O
Augen O
zu O
haben O
, O
wie O
sie O
sich O
mir O
bei O
der O
gestrigen O
Sitzung O
zeigten O
. O
Ihr O
seht O
sie O
Alle O
in O
der O
falschen O
, O
täuschenden O
Beleuchtung O
der O
Bühne O
, O
und O
könnt O
nicht O
ahnen O
, O
wie O
schön O
ihre O
Farben O
, O
wie O
regelmäßig O
und O
vollendet O
ihre O
Züge O
und O
wie O
üppig O
ihre O
Formen O
sind O
. O
Ich O
sage O
Euch O
, O
sie O
ist O
der O
Typus O
einer O
italienischen O
Schönheit O
. O
Wenn O
sie O
nur O
nicht O
so O
verdammt O
jüdisch O
aussähe O
, O
sagte O
wegwerfend O
der O
junge O
Horn PER
, O
der O
Sohn APP
und O
Erbe APP
eines O
reichen O
Kaufmanns APP
. O
Ich O
sagte O
es O
gleich O
zu O
meinem O
Vetter PER
Hughes PER
, O
den O
ich O
Ihnen O
, O
lieber O
Erlau PER
! O
als O
einen O
Mitenthusiasten APP
empfehlen O
kann O
, O
und O
der O
für O
nichts O
Augen O
hatte O
, O
als O
für O
diese O
Person APP
, O
die O
mir O
wirklich O
mit O
all O
ihrer O
gepriesenen O
italienischen O
, O
oder O
sagten O
Sie O
orientalischen O
Schönheit O
? O
im O
höchsten O
Grade O
mißfallen O
hat O
. O
Wir O
lieben O
in O
unserer O
Familie APP
diese O
Art O
von O
Schönheit O
nicht O
, O
es O
ist O
eine O
uns O
angeborne O
Antipathie O
, O
und O
mir O
wurde O
erst O
wieder O
in O
England O
bei O
den O
schlanken O
, O
blonden O
Insulanerinnen O
recht O
wohl O
, O
nachdem O
ich O
mich O
in O
Havre O
ein O
Jahr O
lang O
unter O
jenen O
kleinen O
, O
brunetten O
Französinnen O
in O
der O
Frankfurter O
Judengasse O
geglaubt O
hatte O
. O
A O
propos O
, O
von O
Judengasse O
, O
lieber O
Ferdinand PER
! O
fiel O
der O
Vetter APP
, O
ein O
geborner O
Engländer APP
, O
und O
erst O
seit O
wenig O
Tagen O
in O
dieser O
Stadt O
, O
dem O
Sprechenden APP
ins O
Wort O
, O
wer O
war O
wohl O
das O
ganz O
junge O
Mädchen APP
in O
der O
zweiten O
Loge O
rechts O
von O
der O
Bühne O
? O
Sie O
ist O
offenbar O
eine O
Jüdin APP
, O
aber O
es O
ist O
ein O
sehr O
interessantes O
Gesicht O
. O
Ich O
kenne O
die O
Leute APP
nicht O
, O
antwortete O
der O
Gefragte APP
. O
Schämen O
Sie O
sich O
, O
rief O
im O
komischen O
Zorn O
der O
Maler APP
, O
und O
verleugnen O
Sie O
nicht O
, O
wie O
unser O
heiliger O
Apostel PER
Petrus PER
, O
seligen O
Andenkens O
, O
Ihren O
Meister APP
und O
Herrn APP
. O
Sie O
sollten O
den O
reichen O
Banquier PER
Meier PER
nicht O
kennen O
, O
bei O
dessen O
Vater APP
Ihr O
Herr APP
Vater APP
die O
Handlung O
erlernte O
, O
und O
von O
dem O
er O
die O
Mittel O
zu O
seinem O
Etablissement O
erhielt O
, O
als O
er O
sich O
in O
Ihre O
Mutter APP
verliebte O
? O
Freilich O
kam O
Ihr O
Herr APP
Papa APP
durch O
diese O
Heirath O
in O
die O
schönste O
Mitte O
der O
Kaufmannsaristokratie O
, O
und O
mag O
in O
der O
Gesellschaft O
wohl O
seine O
alttestamentarischen O
Verbindungen O
vergessen O
haben O
. O
Horn PER
war O
halb O
beleidigt O
, O
halb O
verlegen O
. O
Ach O
so O
! O
sagte O
er O
, O
die O
Meiers PER
hatten O
die O
Loge O
? O
Es O
waren O
die O
Meiers PER
? O
Die O
Tochter APP
soll O
ein O
hübsches O
Mädchen APP
werden O
, O
eine O
sehr O
reiche O
Erbin APP
, O
sie O
steht O
noch O
zu O
Diensten O
, O
lieber O
Vetter APP
! O
– O
Das O
ist O
aber O
auch O
Alles O
, O
was O
ich O
von O
ihnen O
weiß O
. O
So O
erlauben O
Sie O
mir O
, O
nahm O
der O
Candidat PER
Reinhard PER
, O
ein O
schöner O
, O
junger O
Mann APP
, O
der O
bis O
dahin O
schweigend O
der O
Unterhaltung O
zugehört O
hatte O
, O
die O
ihm O
nicht O
zu O
gefallen O
schien O
, O
das O
Wort O
, O
so O
erlauben O
Sie O
mir O
, O
Ihnen O
, O
falls O
es O
Sie O
interessirt O
, O
nähere O
Auskunft O
über O
die O
Familie APP
zu O
geben O
. O
Das O
Meiersche PER
Haus O
ist O
eines O
der O
gastlichsten O
in O
unserer O
Stadt O
, O
die O
Mutter APP
eine O
freundliche O
, O
wohlwollende O
Frau APP
, O
der O
Vater APP
ein O
sehr O
gescheidter O
und O
braver O
Mann APP
, O
der O
ein O
offenes O
Herz O
für O
die O
Menschen O
und O
die O
Menschheit O
hat O
, O
und O
sich O
lebhaft O
für O
Alles O
interessirt O
, O
was O
es O
Großes O
und O
Schönes O
gibt O
. O
Die O
Leute APP
haben O
nur O
zwei O
Kinder APP
: O
einen O
Sohn APP
, O
der O
mein O
genauer O
Freund APP
ist O
, O
den O
Doctor PER
Meier PER
, O
und O
eben O
diese O
Tochter APP
, O
Jenny PER
Meier PER
, O
die O
ich O
bis O
vor O
Kurzem O
unterrichtet O
habe O
. O
Und O
ist O
Niemand O
da O
, O
der O
die O
Handlung O
fortsetzt O
, O
wenn O
der O
alte O
Meier PER
, O
dessen O
Firma O
ja O
sehr O
bekannt O
ist O
, O
einmal O
stirbt O
? O
fragte O
der O
Vetter APP
. O
Ja O
wohl O
, O
ein O
Neffe APP
, O
seines O
Bruders APP
Sohn APP
, O
der O
auch O
Meier PER
heißt O
, O
und O
schon O
lange O
in O
der O
Handlung O
ist O
. O
Man O
sagt O
, O
er O
werde O
die O
Tochter APP
heirathen O
und O
das O
Geschäft O
einst O
übernehmen O
, O
antwortete O
Reinhard PER
zögernd O
. O
Der O
Glückliche APP
, O
ich O
könnte O
ihn O
beneiden O
, O
denn O
das O
Mädchen APP
ist O
wahrhaft O
reizend O
, O
rief O
der O
Engländer APP
aus O
. O
Das O
denkt O
Freund PER
Reinhard PER
auch O
, O
lachte O
Erlau PER
, O
und O
gewisse O
Leute APP
