Im O
Grabe O
Es O
war O
eine O
eigenartige O
Stimmung O
, O
in O
welcher O
ich O
mich O
befand O
, O
als O
mich O
der O
Ustad PER
hinauf O
nach O
der O
mir O
zugedachten O
Wohnung O
führte O
. O
Es O
war O
nicht O
Spannung O
, O
noch O
viel O
weniger O
Neugierde O
. O
Ich O
hatte O
das O
Gefühl O
, O
als O
ob O
eine O
schon O
längst O
in O
mir O
lebende O
und O
doch O
niemals O
ganz O
in O
das O
Bewußtsein O
getretene O
Sehnsucht O
nun O
in O
Erfüllung O
gehen O
werde O
, O
als O
ob O
mir O
ein O
Glück O
bevorstehe O
, O
auf O
welches O
ich O
schon O
längst O
, O
aber O
ohne O
mein O
Wissen O
, O
vorbereitet O
worden O
sei O
. O
Warum O
war O
ich O
dabei O
so O
ernst O
, O
als O
ob O
auf O
jeder O
der O
Stufen O
, O
welche O
wir O
emporstiegen O
, O
eine O
Gestalt O
aus O
vergangenen O
Tagen O
stehe O
und O
stumm O
mahnend O
die O
Hand O
erhebe O
? O
Als O
wir O
oben O
vor O
der O
Wohnung O
des O
Ustad PER
angekommen O
waren O
, O
sah O
ich O
eine O
zweite O
Treppe O
. O
Auf O
ihrer O
Biegung O
stand O
ein O
brennendes O
Licht O
. O
Er O
zeigte O
hinauf O
und O
sagte O
: O
» O
Du O
wirst O
da O
über O
mir O
wohnen O
. O
Und O
doch O
so O
tief O
, O
so O
tief O
, O
wie O
ich O
heut O
nicht O
mehr O
wohnen O
möchte O
! O
« O
Ich O
sah O
ihn O
fragend O
an O
. O
Da O
legte O
er O
mir O
die O
Hand O
auf O
die O
Schulter O
und O
fuhr O
fort O
: O
» O
Effendi PER
, O
fürchtest O
du O
dich O
vor O
Gespenstern O
? O
« O
» O
Nein O
, O
« O
antwortete O
ich O
. O
» O
Oder O
vor O
Gräbern O
? O
« O
» O
Nein O
. O
« O
» O
So O
gehe O
hinauf O
, O
und O
schaue O
dich O
um O
! O
Ich O
lasse O
dich O
für O
kurze O
Zeit O
allein O
, O
komme O
dir O
aber O
dann O
nach O
oben O
nach O
. O
Ich O
könnte O
wohl O
noch O
besser O
sagen O
: O
nach O
unten O
, O
denn O
, O
mein O
Freund APP
, O
du O
wirst O
bei O
Leichen O
wohnen O
. O
Du O
bist O
der O
Erste APP
und O
gewiß O
auch O
der O
Letzte APP
, O
also O
der O
Einzige APP
, O
der O
jene O
Gruft O
betreten O
darf O
, O
welche O
ich O
den O
Verstorbenen O
aus O
den O
verflossenen O
Tagen O
meines O
Lebens O
baute O
. O
Ich O
spreche O
in O
dunklen O
Worten O
; O
aber O
grad O
dieses O
Dunkel O
werde O
dir O
zum O
Licht O
! O
Das O
ist O
mein O
Herzenswunsch O
! O
« O
Er O
öffnete O
seine O
Wohnung O
, O
nickte O
mir O
mit O
wehmütigem O
Lächeln O
zu O
und O
verschwand O
dann O
hinter O
der O
Thür O
. O
Ich O
ging O
