Die O
beiden O
Männer APP
kamen O
aus O
dem O
Nichts O
, O
erschienen O
wenige O
Meter O
voneinander O
entfernt O
auf O
dem O
schmalen O
, O
mondhellen O
Weg O
. O
Einen O
Augenblick O
verharrten O
sie O
reglos O
, O
die O
Zauberstäbe O
einander O
auf O
die O
Brust O
gerichtet O
; O
dann O
erkannten O
sie O
sich O
, O
verbargen O
die O
Zauberstäbe O
unter O
ihren O
Umhängen O
und O
gingen O
rasch O
in O
dieselbe O
Richtung O
. O
» O
Neuigkeiten O
? O
« O
, O
fragte O
der O
Größere APP
der O
beiden O
. O
» O
Hervorragende O
« O
, O
antwortete O
Severus PER
Snape PER
. PER
Der O
Weg O
war O
links O
von O
niedrigen O
wilden O
Brombeersträuchern O
gesäumt O
, O
rechts O
von O
einer O
säuberlich O
beschnittenen O
hohen O
Hecke O
. O
Die O
langen O
Umhänge O
schlugen O
den O
Männern APP
beim O
Gehen O
um O
die O
Knöchel O
. O
» O
Dachte O
schon O
, O
ich O
war O
zu O
spät O
« O
, O
sagte O
Yaxley PER
, O
dessen O
grobe O
Gesichtszüge O
immer O
wieder O
nicht O
zu O
sehen O
waren O
, O
wenn O
das O
Mondlicht O
von O
den O
Ästen O
überhängender O
Bäume O
gebrochen O
wurde O
. O
» O
War O
etwas O
komplizierter O
, O
als O
ich O
erwartet O
hatte O
. O
Aber O
ich O
hoffe O
, O
er O
wird O
zufrieden O
sein O
. O
Du O
bist O
dir O
wohl O
sicher O
, O
dass O
du O
freundlich O
empfangen O
wirst O
? O
« O
Snape PER
nickte O
, O
sagte O
aber O
nichts O
weiter O
. O
Sie O
bogen O
nach O
rechts O
in O
eine O
breite O
Zufahrt O
ein O
, O
die O
vom O
Weg O
abzweigte O
. O
Auch O
die O
hohe O
Hecke O
machte O
einen O
Bogen O
und O
zog O
sich O
weiter O
, O
über O
das O
imposante O
schmiedeeiserne O
Doppeltor O
hinaus O
, O
das O
den O
Männern APP
den O
Weg O
versperrte O
. O
Keiner O
der O
beiden O
hielt O
inne O
: O
Stumm O
hoben O
sie O
den O
linken O
Arm O
wie O
zum O
Gruß O
und O
gingen O
mitten O
hindurch O
, O
als O
wäre O
das O
dunkle O
Metall O
aus O
Rauch O
. O
Die O
Eibenhecken O
dämpften O
das O
Geräusch O
ihrer O
Schritte O
. O
Irgendwo O
zu O
ihrer O
Rechten O
raschelte O
es O
. O
Yaxley PER
zog O
erneut O
seinen O
Zauberstab O
und O
zielte O
damit O
über O
den O
Kopf O
seines O
Begleiters APP
, O
doch O
das O
Rascheln O
stammte O
nur O
von O
einem O
makellos O
weißen O
Pfau O
, O
der O
majestätisch O
auf O
der O
Hecke O
entlangstolzierte O
. O
» O
Hat O
es O
sich O
immer O
gut O
gehen O
lassen O
, O
Lucius PER
. O
Pfauen O
... O
« O
Schnaubend O
schob O
Yaxley PER
den O
Zauberstab O
wieder O
unter O
seinen O
Umhang O
. O
Am O
Ende O
des O
geraden O
Zufahrtsweges O
nahm O
ein O
stattliches O
Herrenhaus O
in O
der O
Dunkelheit O
Gestalt O
an O
, O
in O
den O
Rautenfenstern O
im O
unteren O
Stockwerk O
schimmerten O
Lichter O
. O
Irgendwo O
in O
dem O
dunklen O
Garten O
hinter O
der O
Hecke O
plätscherte O
ein O
Brunnen O
. O
Snape PER
und O
Yaxley PER
eilten O
über O
knirschenden O
Kies O
zur O
Haustür O
, O
die O
nach O
innen O
schwang O
, O
als O
sie O
sich O
näherten O
, O
ohne O
dass O
irgendjemand O
zu O
sehen O
war O
, O
der O
sie O
geöffnet O
hätte O
. O
Die O
große O
Eingangshalle O
war O
schwach O
beleuchtet O
und O
luxuriös O
ausgestattet O
, O
ein O
prächtiger O
Teppich O
bedeckte O
fast O
den O
gesamten O
steinernen O
Boden O
. O
Die O
Augen O
der O
fahlgesichtigen O
Porträts O
an O
den O
Wänden O
folgten O
Snape PER
und O
Yaxley PER
, O
während O
sie O
vorbeigingen O
. O
Die O
beiden O
Männer APP
blieben O
vor O
einer O
massiven O
Holztür O
stehen O
, O
die O
in O
den O
nächsten O
Raum O
führte O
, O
und O
zögerten O
einen O
Herzschlag O
lang O
, O
dann O
drückte O
Snape PER
die O
bronzene O
Türklinke O
herunter O
. O
Der O
Salon O
war O
voller O
Menschen APP
, O
die O
schweigend O
an O
einem O
langen O
verzierten O
Tisch O
saßen O
. O
Die O
eigentlichen O
Möbel O
des O
Raumes O
waren O
achtlos O
an O
die O
Wände O
geschoben O
worden O
. O
Licht O
kam O
von O
einem O
prasselnden O
Feuer O
unter O
einem O
hübschen O
marmornen O
Kaminsims O
, O
über O
dem O
ein O
goldener O
Spiegel O
aufragte O
. O
Snape PER
und O
Yaxley PER
blieben O
einen O
Moment O
auf O
der O
Schwelle O
stehen O
. O
Während O
ihre O
Augen O
sich O
an O
das O
spärliche O
Licht O
gewöhnten O
, O
lenkte O
ein O
äußerst O
merkwürdiges O
Detail O
der O
Szenerie O
ihren O
Blick O
nach O
oben O
: O
Eine O
offenbar O
bewusstlose O
menschliche O
Gestalt APP
hing O
mit O
dem O
Kopf O
nach O
unten O
über O
