Die O
Paare APP
drehten O
sich O
langsam O
und O
mit O
bewunderungswürdiger O
Ausdauer O
. O
Von O
Zeit O
zu O
Zeit O
ertönte O
ein O
lauter O
Jubelruf O
, O
ein O
Bursche APP
klatschte O
in O
die O
Hände O
, O
hob O
seine O
Tänzerin APP
hoch O
empor O
, O
ließ O
sie O
dann O
sich O
ein O
Weilchen O
allein O
neben O
ihm O
herschwenken O
, O
umfaßte O
sie O
von O
neuem O
, O
und O
ruhig O
tanzten O
sie O
weiter O
mit O
denselben O
schläfrigen O
Gesichtern O
, O
mit O
denen O
sie O
ihre O
Fronarbeit O
verrichteten O
. O
Bernhard PER
trat O
oft O
in O
die O
Mitte O
der O
Stube O
, O
sah O
mit O
Wohlgefallen O
, O
wie O
viele O
Mädchenaugen O
sich O
erwartungsvoll O
auf O
ihn O
richteten O
, O
winkte O
jedoch O
keine O
der O
Anwesenden APP
nach O
Bauernsitte O
zu O
sich O
herbei O
. O
Eva PER
war O
für O
diesen O
Walzer O
versagt O
, O
und O
mit O
einer O
Geringeren APP
trat O
er O
nicht O
in O
den O
Reigen O
. O
Božena PER
stand O
, O
alle O
Frauen APP
und O
die O
meisten O
Männer APP
, O
die O
sie O
umgaben O
, O
überragend O
, O
finster O
und O
grollend O
in O
einer O
Ecke O
und O
wies O
alle O
Aufforderungen O
, O
sich O
an O
dem O
Tanze O
zu O
beteiligen O
, O
kurz O
ab O
. O
Sie O
sei O
nur O
gekommen O
, O
ein O
wenig O
zuzusehen O
, O
müsse O
gleich O
wieder O
heim O
. O
Die O
Musik O
schwieg O
, O
ein O
Tanz O
war O
zu O
Ende O
, O
nach O
kurzer O
Pause O
wurde O
wieder O
aufgespielt O
, O
und O
jetzt O
hatte O
Bernhard PER
die O
» O
Gräfin APP
« O
erfaßt O
und O
wirbelte O
mit O
ihr O
durch O
die O
Stube O
. O
Nicht O
langsam O
und O
mattherzig O
wie O
ihr O
früherer O
Partner APP
, O
frisch O
, O
mit O
fröhlicher O
Anmut O
und O
Leichtigkeit O
schwenkte O
er O
sie O
im O
Takte O
. O
Wie O
zwei O
Vögel O
schwebten O
sie O
, O
flogen O
sie O
, O
als O
ob O
die O
Lüfte O
sie O
trügen O
, O
jetzt O
im O
engen O
Kreise O
wie O
die O
Lerchen O
, O
jetzt O
wie O
die O
Schwalben O
– O
dahingleitend O
in O
weiten O
Bogen O
. O
Er O
flüsterte O
ihr O
etwas O
zu O
, O
und O
die O
kokette O
Dorfschöne APP
blinzelte O
ihn O
herausfordernd O
an O
; O
fester O
drückte O
er O
sie O
an O
sich O
, O
warf O
den O
Kopf O
zurück O
und O
schien O
zu O
fragen O
: O
Wer O
widerstände O
mir O
