7 O
Allein O
sooft O
er O
wiederkam O
, O
so O
ungestüm O
er O
nach O
ihr O
fragte O
– O
Lotti PER
ließ O
sich O
nicht O
sehen O
. O
Er O
schrieb O
an O
sie O
, O
er O
bat O
sie O
um O
eine O
Unterredung O
, O
und O
sie O
entgegnete O
, O
sie O
wolle O
dieselbe O
gern O
gewähren O
, O
wenn O
er O
zuvor O
verspreche O
, O
ihres O
früheren O
Verhältnisses O
mit O
keinem O
Worte O
zu O
erwähnen O
. O
Auf O
diese O
Bedingung O
konnte O
er O
nicht O
eingehen O
, O
das O
erklärte O
er O
offen O
in O
einem O
zweiten O
Briefe O
, O
der O
unbeantwortet O
blieb O
. O
Damit O
war O
zwischen O
ihnen O
alles O
zu O
Ende O
. O
Als O
sie O
einander O
nach O
langer O
Zeit O
zufällig O
auf O
der O
Straße O
trafen O
, O
senkte O
Lotti PER
die O
Augen O
, O
und O
Halwig PER
wandte O
die O
seinen O
ab O
. O
Später O
vermieden O
sie O
es O
nicht O
mehr O
, O
einen O
raschen O
Blick O
zu O
wechseln O
. O
Hast O
du O
mir O
nichts O
zu O
sagen O
? O
fragte O
der O
ihre O
und O
wurde O
durch O
ein O
kaltes O
Lächeln O
, O
eine O
Miene O
spöttischer O
Gleichgültigkeit O
erwidert O
. O
Nach O
solchen O
flüchtigen O
Begegnungen O
kehrte O
Lotti PER
heim O
mit O
fliegenden O
Pulsen O
und O
brennender O
Stirn O
, O
und O
am O
nächsten O
Morgen O
erzählten O
ihre O
müden O
und O
geröteten O
Augen O
von O
einer O
durchweinten O
Nacht O
. O
Aber O
auch O
diese O
letzte O
, O
törichte O
Schwäche O
ward O
überwunden O
. O
Lotti PER
gewöhnte O
sich O
, O
an O
dem O
einst O
Geliebten APP
vorbeizugehen O
wie O
an O
einem O
Fremden O
; O
sie O
errötete O
nicht O
mehr O
, O
wenn O
sein O
Name O
in O
ihrer O
Gegenwart O
ausgesprochen O
wurde O
; O
sie O
las O
auch O
seine O
Bücher O
nicht O
mehr O
. O
Sie O
wurde O
von O
ihnen O
allzu O
peinlich O
berührt O
. O
Es O
gab O
sich O
darin O
ein O
Haschen O
nach O
dem O
Absonderlichen O
und O
Unerhörten O
kund O
, O
ein O
Streben O
, O
gemeine O
Neugier O
zu O
wecken O
, O
eine O
Vorliebe O
, O
das O
Krasse O
, O
oft O
sogar O
das O
Widerliche O
zu O
schildern O
, O
die O
Lotti PER
entsetzten O
und O
ihr O
wie O
Lästerungen O
an O
dem O
Gotte O
erschienen O
, O
den O
Halwig PER
selbst O
sie O
verehren O
gelehrt O
: O
am O
Gotte O
des O
Schönen O
. O
Jahre O
vergingen O
. O
Feßler PER
starb O
– O
kurze O
Zeit O
nachdem O
ihm O
angekündigt O
worden O
, O
daß O
er O
seine O
» O
hohe O
Warte O
« O
verlassen O
müsse O
, O
weil O
das O
Haus O
zum O
Umbau O
bestimmt O
sei O
. O
Lotti PER
bezog O
ihre O
jetzige O
Wohnung O
. O
Gottfried PER
mietete O
sich O
bei O
dem O
Uhrmacher APP
ein O
, O
für O
den O
er O
seit O
dem O
Tode O
seines O
Pflegevaters APP
arbeitete O
. O
Des O
erlittenen O
Verlustes O
immer O
eingedenk O
, O
führten O
beide O
still O
ihr O
Leben O
fort O
; O
Lotti PER
war O
von O
ihrer O
ersten O
und O
einzigen O
Liebe O
so O
vollkommen O
geheilt O
, O
daß O
sie O
die O
Nachricht O
von O
Halwigs PER
Verheiratung O
, O
die O
Gottfried PER
eines O
Tages O
brachte O
, O
mit O
unbefangener O
Heiterkeit O
aufnahm O
. O
Vor O
drei O
Jahren O
hatte O
sich's O
ereignet O
, O
und O
Lotti PER
besann O
sich O
heute O
noch O
des O
verstörten O
Gesichts O
, O
mit O
dem O
Gottfried PER
damals O
bei O
ihr O
erschienen O
war O
, O
der O
Verlegenheit O
, O
der O
unnötigen O
Schonung O
, O
mit O
denen O
er O
, O
nach O
langem O
Hin- O
und O
Herreden O
seine O
Neuigkeit O
plötzlich O
hervorgestoßen O
und O
dabei O
so O
beschämt O
und O
elend O
ausgesehen O
, O
als O
ob O
er O
eben O
eine O
schändliche O
Handlung O
begangen O
hätte O
. O
» O
Ich O
muß O
es O
dir O
sagen O
« O
, O
entschuldigte O
er O
sich O
, O
» O
du O
hättest O
es O
vielleicht O
auf O
eine O
unangenehme O
Art O
erfahren O
können O
... O
unvorbereitet O
vielleicht O
... O
« O
Lotti PER
sah O
ihn O
freundlich O
an O
und O
sagte O
: O
» O
Nun O
– O
was O
hätte O
das O
gemacht O
? O
« O
» O
Wenn O
du O
ihnen O
aber O
begegnet O
wärest O
wie O
ich O
– O
ganz O
unerwartet O
– O
beim O
Biegen O
um O
eine O
Ecke O
... O
Arm O
in O
Arm O
. O
« O
» O
So O
hätte O
es O
mich O
gefreut O
« O
, O
sagte O
Lotti PER
. O
» O
Hätte O
es O
?... O
« O
Sein O
Gesicht O
hatte O
sich O
verklärt O
, O
er O
geriet O
in O
Begeisterung O
, O
und O
jetzt O
kam O
es O
heraus O
, O
daß O
er O
schon O
seit O
einigen O
Tagen O
von O
der O
Verheiratung O
Halwigs PER
unterrichtet O
war O
, O
daß O
er O
auch O
gehört O
hatte O
, O
die O
junge O
Frau APP
sei O
arm O
, O
vornehm O
und O
schön O
. O
» O
Das O
Letztere O
kann O
ich O
bezeugen O
« O
, O
sprach O
Gottfried PER
mit O
gedämpfter O
Stimme O
, O
als O
ob O
er O
ein O
Geheimnis O
anzuvertrauen O
hätte O
, O
» O
du O
und O
ich O
, O
wir O
haben O
nie O
etwas O
Schöneres O
gesehen O
. O
Sie O
ist O
groß O
– O
um O
ein O
Haar O
vielleicht O
größer O
als O
du O
, O
und O
so O
zart O
, O
so O
ätherisch O
, O
als O
wäre O
sie O
aus O
Mondesstrahlen O
gewoben O
... O
aber O
nein O
, O
das O
Bild O
paßt O
nicht O
; O
die O
Strahlen O
des O
Mondes O
sind O
kalt O
, O
und O
sie O
sieht O
aus O
wie O
das O
junge O
, O
rosige O
Leben O
... O
Ein O
Kind APP
, O
sag O
ich O
dir O
, O
und O
hat O
doch O
schon O
etwas O
in O
den O
Augen O
... O
Ich O
war O
eilig O
und O
ging O
in O
Gedanken O
so O
hin O
, O
wäre O
beinahe O
an O
sie O
angerannt O
... O
Er O
rief O
: O
› O
Holla O
! O
‹ O
und O
sie O
blickte O
mich O
mit O
diesen O
prächtigen O
, O
sonderbaren O
Augen O
unaussprechlich O
verwundert O
an O
, O
als O
ob O
sie O
sagen O
würde O
: O
Geben O
Sie O
doch O
acht O
! O
Ich O
bin O
es O
ja O
!... O
so O
, O
daß O
ich O
außerordentlich O
erschrocken O
stehenblieb O
und O
den O
Hut O
rückte O
. O
Da O
bemerkte O
ich O
erst O
, O
daß O
er O
den O
seinen O
abgenommen O
hatte O
. O
Gesprochen O
wurde O
nichts O
, O
wir O
haben O
beide O
nur O
getrachtet O
, O
so O
bald O
als O
möglich O
fortzukommen O
. O
« O
Gottfried PER
nahm O
seinen O
gewohnten O
Platz O
in O
der O
Fensterecke O
, O
dem O
Arbeitstisch O
Lottis PER
gegenüber O
, O
ein O
, O
und O
sie O
begann O
von O
anderen O
Dingen O
zu O
sprechen O
. O
Sie O
erzählte O
mit O
einer O
Art O
Entrüstung O
, O
daß O
der O
Uhrenliebhaber APP
, O
der O
einst O
für O
ihre O
Sammlung O
jenes O
hohe O
Angebot O
gemacht O
, O
das O
Feßler PER
bereute O
von O
der O
Hand O
gewiesen O
zu O
haben O
, O
sich O
wieder O
melde O
. O
Von O
Amerika O
aus O
, O
wo O
er O
lebte O
– O
er O
war O
ein O
Deutscher APP
, O
der O
dort O
Glück O
gemacht O
– O
, O
erneuerte O
er O
seinen O
Antrag O
in O
einem O
Briefe O
, O
den O
sein O
Agent APP
Lotti PER
überbrachte O
. O
Sie O
sann O
jetzt O
über O
ihre O
Antwort O
nach O
, O
konnte O
nicht O
Worte O
finden O
, O
scharf O
und O
bestimmt O
genug O
, O
um O
ihren O
unerschütterlichen O
Vorsatz O
, O
sich O
nie O
von O
ihrer O
Sammlung O
zu O
trennen O
, O
auszudrücken O
. O
Sie O
hatte O
Lust O
, O
dem O
» O
Amerikaner APP
« O
mitzuteilen O
, O
was O
bisher O
niemand O
außer O
Gottfried PER
wußte O
, O
daß O
der O
Hausschatz O
nämlich O
im O
Testamente O
Lottis PER
dem O
Museum O
ihrer O
Vaterstadt O
vererbt O
sei O
, O
wo O
er O
unter O
dem O
Namen O
» O
Feßlersche PER
Sammlung O
« O
auf O
die O
Nachwelt O
übergehen O
sollte O
zum O
Nutzen O
und O
zur O
Freude O
künftiger O
Generationen O
. O
Gottfried PER
gab O
ihr O
, O
etwas O
zerstreut O
, O
in O
allem O
recht O
, O
sprang O
aber O
plötzlich O
von O
dem O
Gegenstand O
ihres O
Gespräches O
ab O
und O
sagte O
: O
» O
Findest O
du O
es O
nicht O
verwegen O
von O
ihm O
, O
ja O
sehr O
verwegen O
, O
in O
seinen O
doch O
schon O
reifen O
Jahren O
ein O
Mädchen APP
zu O
heiraten O
, O
wie O
gesagt O
, O
fast O
noch O
ein O
Kind APP
und O
so O
wunderschön O
? O
« O
» O
Von O
– O
ihm O
?... O
du O
sprichst O
von O
Halwig PER
– O
« O
erwiderte O
sie O
mit O
einem O
verweisenden O
Blick O
. O
– O
Die O
sanfte O
Lotti PER
war O
gegen O
Gottfried PER
ausnahmsweise O
immer O
ein O
wenig O
streng O
. O
» O
Das O
muß O
man O
wissen O
... O
Reife O
Jahre O
? O
Ach O
was O
! O
Künstler O
bleiben O
immer O
jung O
, O
nur O
wir O
altern O
, O
wir O
Arbeitsleute APP
. O
« O
So O
hatte O
sie O
vor O
drei O
Jahren O
die O
Kunde O
von O
Hermanns PER
Verheiratung O
aufgenommen O
und O
seitdem O
nichts O
mehr O
von O
ihm O
gehört O
. O
Und O
jetzt O
, O
nachdem O
sie O
alles O
verschmerzt O
, O
vieles O
vergessen O
, O
kam O
ein O
Bote O
aus O
der O
langentschwundenen O
Zeit O
und O
weckte O
sie O
aus O
ihrer O
tiefen O
Ruhe O
. O
Sie O
staunte O
selbst O
über O
die O
Gewalt O
des O
Eindrucks O
, O
den O
sie O
plötzlich O
empfangen O
hatte O
, O
über O
die O
Pein O
, O
welche O
er O
verursachte O
. O
Doch O
versuchte O
sie O
nicht O
, O
sich O
ihr O
zu O
entziehen O
, O
dazu O
kannte O
sie O
sich O
zu O
gut O
. O
Ihre O
Leiden O
wollten O
völlig O
durchlebt O
sein O
, O
bevor O
sie O
sterben O
konnten O
. O
Da O
half O
kein O
Wegschieben O
, O
keine O
Überredungskunst O
, O
sie O
forderten O
ihr O
ganzes O
Recht O
und O
wichen O
erst O
, O
nachdem O
es O
ihnen O
geworden O
. O
Sie O
nahm O
ihre O
Arbeit O
vor O
. O
Gleichförmig O
wie O
immer O
spann O
ihr O
Tagewerk O
sich O
ab O
. O
Nachmittags O
besuchte O
sie O
Gottfried PER
in O
seinem O
Gewölbe O
. O
Allein O
, O
was O
sie O
