Es O
wird O
Abschied O
genommen O
, O
aber O
auf O
Wiedersehen O
Die O
Großmama APP
hatte O
einen O
Tag O
vor O
ihrer O
Ankunft O
noch O
einen O
Brief O
nach O
der O
Alp O
hinauf O
geschrieben O
, O
damit O
sie O
oben O
bestimmt O
wüßten O
, O
daß O
sie O
komme O
. O
Diesen O
Brief O
brachte O
am O
andern O
Tag O
der O
Peter PER
in O
der O
Frühe O
mit O
sich O
, O
als O
er O
auf O
die O
Weide O
zog O
. O
Schon O
war O
der O
Großvater APP
mit O
den O
Kindern APP
aus O
der O
Hütte O
getreten O
und O
auch O
Schwänli O
und O
Bärli O
standen O
beide O
draußen O
und O
schüttelten O
lustig O
ihre O
Köpfe O
in O
der O
frischen O
Morgenluft O
, O
während O
die O
Kinder APP
sie O
streichelten O
und O
ihnen O
glückliche O
Reise O
wünschten O
zu O
ihrer O
Bergfahrt O
. O
Behaglich O
stand O
der O
Öhi APP
dabei O
und O
schaute O
bald O
auf O
die O
frischen O
Gesichter O
der O
Kinder APP
, O
bald O
auf O
seine O
sauber O
glänzenden O
Geißen O
nieder O
. O
Beides O
mußte O
ihm O
gefallen O
, O
denn O
er O
lächelte O
vergnüglich O
. O
Jetzt O
kam O
der O
Peter PER
heran O
. O
Als O
er O
die O
Gruppe APP
gewahr O
wurde O
, O
näherte O
er O
sich O
langsam O
, O
streckte O
den O
Brief O
dem O
Öhi APP
entgegen O
, O
und O
sobald O
dieser O
ihn O
erfaßt O
hatte O
, O
sprang O
er O
scheu O
zurück O
, O
so O
, O
als O
ob O
ihn O
etwas O
erschreckt O
habe O
, O
und O
dann O
guckte O
er O
schnell O
hinter O
sich O
, O
gerade O
als O
ob O
von O
hinten O
ihn O
auch O
noch O
etwas O
hätte O
erschrecken O
wollen O
; O
dann O
machte O
er O
einen O
Sprung O
und O
lief O
davon O
, O
den O
Berg O
hinauf O
. O
» O
Großvater APP
« O
, O
sagte O
das O
Heidi PER
, O
das O
dem O
Vorgang O
verwundert O
zugeschaut O
hatte O
, O
» O
warum O
tut O
der O
Peter PER
jetzt O
immer O
wie O
der O
große O
Türk O
, O
wenn O
der O
eine O
Rute O
hinter O
sich O
merkt O
; O
dann O
scheut O
er O
mit O
dem O
Kopf O
und O
schüttelt O
ihn O
auf O
alle O
Seiten O
und O
macht O
auf O
einmal O
Sprünge O
in O
die O
Luft O
hinauf O
. O
« O
» O
Vielleicht O
merkt O
der O
Peter PER
auch O
eine O
Rute O
hinter O
sich O
, O
die O
er O
verdient O
« O
, O
antwortete O
der O
Großvater APP
. O
Nur O
die O
erste O
Halde O
hinauf O
lief O
der O
Peter PER
so O
in O
einem O
Zuge O
davon O
; O
sobald O
man O
ihn O
von O
unten O
nicht O
mehr O
sehen O
konnte O
, O
kam O
es O
anders O
. O
Da O
stand O
er O
still O
und O
drehte O
scheu O
den O
Kopf O
nach O
allen O
Seiten O
; O
plötzlich O
tat O
er O
einen O
Sprung O
und O
schaute O
hinter O
sich O
, O
so O
erschreckt O
, O
als O
habe O
ihn O
eben O
einer O
im O
Genick O
gepackt O
. O
Hinter O
jedem O
Busch O
hervor O
, O
aus O
jeder O
Hecke O
heraus O
meinte O
jetzt O
der O
Peter PER
den O
Polizeidiener APP
aus O
Frankfurt O
auf O
sich O
losstürzen O
zu O
sehen O
. O
Je O
länger O
aber O
diese O
gespannte O
Erwartung O
dauerte O
, O
je O
schreckhafter O
wurde O
es O
dem O
Peter PER
zumute O
, O
er O
hatte O
keinen O
ruhigen O
Augenblick O
mehr O
. O
– O
Nun O
mußte O
das O
Heidi PER
seine O
Hütte O
aufräumen O
, O
denn O
die O
Großmama APP
sollte O
doch O
alles O
in O
guter O
Ordnung O
finden O
, O
wenn O
sie O
kam O
. O
Klara PER
fand O
dieses O
geschäftige O
Treiben O
Heidis PER
in O
allen O
Ecken O
der O
Hütte O
herum O
immer O
so O
kurzweilig O
, O
daß O
sie O
mit O
Vorliebe O
dieser O
Tätigkeit O
zuschaute O
. O
So O
vergingen O
die O
frühen O
Morgenstunden O
den O
Kindern APP
unversehens O
, O
und O
schon O
konnte O
man O
der O
Ankunft O
der O
Großmama APP
entgegensehen O
. O
Jetzt O
kamen O
die O
Kinder APP
bereit O
und O
zum O
Empfang O
gerüstet O
wieder O
heraus O
und O
setzten O
sich O
nebeneinander O
auf O
die O
Bank O
vor O
der O
Hütte O
, O
in O
voller O
Erwartung O
auf O
die O
kommenden O
Ereignisse O
. O
Auch O
der O
Großvater APP
trat O
jetzt O
wieder O
zu O
ihnen O
; O
er O
hatte O
einen O
Gang O
gemacht O
und O
hatte O
einen O
großen O
Strauß O
dunkelblauer O
Enziane O
mitgebracht O
, O
die O
leuchteten O
so O
schön O
in O
der O
hellen O
Morgensonne O
, O
daß O
die O
Kinder APP
aufjauchzten O
bei O
dem O
Anblick O
. O
Der O
Großvater APP
trug O
sie O
in O
die O
Hütte O
hinein O
. O
Von O
Zeit O
zu O
Zeit O
sprang O
das O
Heidi PER
von O
der O
Bank O
, O
um O
auszuspähen O
, O
ob O
von O
dem O
Zug O
der O
Großmama APP
noch O
nichts O
zu O
entdecken O
sei O
. O
Aber O
jetzt O
: O
da O
kam O
es O
von O
unten O
herauf O
, O
gerade O
so O
, O
wie O
das O
Heidi PER
es O
erwartet O
hatte O
. O
Voran O
stieg O
der O
Führer APP
, O
dann O
kam O
das O
weiße O
Roß O
und O
die O
Großmama APP
darauf O
und O
zuletzt O
kam O
der O
Träger APP
mit O
dem O
hohen O
Reff O
, O
denn O
ohne O
reichliche O
