Orso O O O O
fliehet O O O O
gleich O O O O
dem O O O O
Hirsche O O O O
, O O O O
Um O O O O
den O O O O
Buschwald O O O O
zu O O O O
erreichen O O O O
; O O O O
Doch O O O O
verrannt O O O O
sind O O O O
schon O O O O
die O O O O
Wege O O O O
, O O O O
Das O O O O
Gebirg O O O O
ist O O O O
abgeschnitten O O O O
. O O O O
Ach O O O freeIndirect
, O O O freeIndirect
wohin O O O freeIndirect
? O O O freeIndirect
Sieh O O O freeIndirect
, O O O freeIndirect
fest O O O freeIndirect
am O O O freeIndirect
Hügel O O O freeIndirect
Steht O O O freeIndirect
ein O O O freeIndirect
Haus O O O freeIndirect
! O O O freeIndirect
Winkt O O O freeIndirect
dort O O O freeIndirect
nicht O O O freeIndirect
Zuflucht O O O freeIndirect
? O O O freeIndirect
Weh O O O freeIndirect
, O O O freeIndirect
es O O O freeIndirect
ist O O O freeIndirect
das O O O freeIndirect
Haus O O O freeIndirect
des O O O freeIndirect
Feindes O O O freeIndirect
, O O O freeIndirect
Weh O O O freeIndirect
, O O O freeIndirect
es O O O freeIndirect
ist O O O freeIndirect
das O O O freeIndirect
Haus O O O freeIndirect
Ruggero's O O O freeIndirect
! O O O freeIndirect
Dennoch O O O O
springt O O O O
zur O O O O
Thüre O O O O
Orso O O O O
, O O O O
Bricht O O O O
hinein O O O O
, O O O O
durchsucht O O O O
die O O O O
Stuben O O O O
; O O O O
Die O O O O
Bewohner O O O O
sind O O O O
im O O O O
Dorfe O O O O
, O O O O
Und O O O O
er O O O O
weiß O O O O
sich O O O O
Herr O O O O
und O O O O
Meister O O O O
. O O O O
Büchse O O O O
, O O O O
Blei O O O O
und O O O O
Pulver O O O O
hat O O O O
er O O O O
, O O O O
Nahrung O O O O
bietet O O O O
ihm O O O O
der O O O O
Keller O O O O
, O O O O
Rasch O O O O
verrammelt O O O O
er O O O O
den O O O O
Zugang O O O O
, O O O O
Lange O O O O
kann O O O O
er O O O O
sich O O O O
vertheid'gen O O O O
. O O O O
Und O O O O
schon O O O O
nahet O O O O
mit O O O O
den O O O O
Sippen O O O O
Dort O O O O
Ruggero O O O O
. O O O O
Keiner O O O O
waget O O O O
Sich O O O O
heran O O O O
, O O O O
aus O O O O
jeder O O O O
Lücke O O O O
Droht O O O O
des O O O O
Orso O O O O
sichre O O O O
Kugel O O O O
. O O O O
Wüthend O O O O
schnaubt O O O O
der O O O O
Eigenthümer O O O O
, O O O O
Daß O indirect O O
in O indirect O O
seinem O indirect O O
Haus O indirect O O
der O indirect O O
Todfeind O indirect O O
Schutz O indirect O O
gefunden O indirect O O
; O O O O
wilder O O O O
tobt O O O O
er O O O O
, O O O O
Als O O O O
den O O O O
todten O O O O
Sohn O O O O
sie O O O O
bringen O O O O
. O O O O
Und O O O O
er O O O O
holet O O O O
bei O O O O
dem O O O O
Nachbarn O O O O
Einen O O O O
Feuerbrand O O O O
vom O O O O
Herde O O O O
, O O O O
Schleudert O O O O
ihn O O O O
in O O O O
blinder O O O O
Rachlust O O O O
Auf O O O O
das O O O O
Dach O O O O
der O O O O
eignen O O O O
Hütte O O O O
. O O O O
Mit O O O O
entsetzlich O O O O
grauser O O O O
Freude O O O O
Sieht O O O O
er O O O O
, O O O O
wie O O O O
die O O O O
Flamme O O O O
lecket O O O O
; O O O O
Rings O O O O
das O O O O
Dach O O O O
steht O O O O
schon O O O O
in O O O O
Gluten O O O O
, O O O O
Das O O O O
Gebälk O O O O
fängt O O O O
an O O O O
zu O O O O
brechen O O O O
. O O O O
Heulend O O O O
stürzt O O O O
sein O O O O
Weib O O O O
zur O O O O
Stelle O O O O
. O O O O
„ direct O O O
Rasender direct O O O
! direct O O O
“ direct O O O
so O O O O
ruft O O O O
sie O O O O
gräßlich O O O O
, O O O O
Willst direct O O O
du direct O O O
kinderlos direct O O O
dich direct O O O
machen direct O O O
? direct O O O
Jn direct O O O
der direct O O O
Hütte direct O O O
schläft direct O O O
Francesko direct O O O
! direct O O O
„ direct O O O
Weh direct O O O
, direct O O O
Francesko direct O O O
, direct O O O
unser direct O O O
jüngstes direct O O O
, direct O O O
Einz'ges direct O O O
Kind direct O O O
wird direct O O O
nun direct O O O
verbrennen direct O O O
! direct O O O
“ direct O O O
- O O O O
Wie O O O O
zerbrach O O O O
da O O O O
seine O O O O
Rachlust O O O O
! O O O O
Stier O O O O
und O O O O
starr O O O O
sah O O O O
er O O O O
in's O O O O
Glutmeer O O O O
. O O O O
