» O
Eine O
Hochzeit O
? O
« O
Emily PER
Hyslop PER
zog O
die O
Brauen O
hoch O
. O
» O
Du O
erwartest O
nicht O
ernsthaft O
von O
mir O
, O
dass O
ich O
über O
eine O
Hochzeit O
schreibe O
? O
« O
» O
Ich O
dachte O
, O
du O
würdest O
begeistert O
sein O
von O
der O
Aussicht O
auf O
zwei O
Tage O
Sizilien O
. O
« O
Dabei O
wusste O
Adam PER
sehr O
wohl O
, O
dass O
es O
nicht O
so O
war O
. O
Emily PER
arbeitete O
als O
investigative O
Journalistin O
für O
eine O
große O
englische O
Zeitung O
. O
Und O
ihr O
Boss APP
verlangte O
von O
ihr O
, O
dass O
sie O
über O
eine O
Hochzeit O
berichtete O
! O
Präziser O
ausgedrückt O
: O
Ihr O
Ex APP
schickte O
sie O
zu O
einem O
Zeitpunkt O
nach O
Sizilien O
, O
in O
dem O
ihr O
Fall O
, O
an O
dem O
sie O
so O
hart O
gearbeitet O
hatte O
, O
kurz O
vor O
dem O
Durchbruch O
stand O
… O
» O
Ich O
stecke O
doch O
mitten O
in O
der O
Hetherington-Sache O
. O
« O
Emily PER
bemühte O
sich O
, O
ihre O
Stimme O
so O
neutral O
wie O
möglich O
klingen O
zu O
lassen O
. O
» O
Du O
weißt O
, O
ich O
muss O
dieses O
Wochenende O
in O
Wales O
sein O
. O
Sie PER
baggern O
bereits O
den O
See O
aus O
und O
… O
« O
» O
Ich O
habe O
Dianne PER
gebeten O
, O
für O
dich O
einzuspringen O
. O
« O
Frustriert O
und O
wütend O
über O
die O
verräterische O
Röte O
auf O
ihren O
Wangen O
saß O
sie O
vor O
seinem O
Schreibtisch O
und O
versuchte O
, O
ruhig O
zu O
bleiben O
. O
Auf O
keinen O
Fall O
sollte O
Adam PER
sehen O
, O
wie O
gekränkt O
sie O
war O
. O
Bestenfalls O
konnte O
man O
ihren O
Beruf O
als O
heiß O
umkämpftes O
Schlachtfeld O
sehen O
, O
das O
durch O
Konkurrenz O
belebt O
wurde O
. O
Manchmal O
war O
es O
aber O
auch O
einfach O
nur O
brutal O
und O
perfide O
. O
Emily PER
hatte O
etliche O
Monate O
in O
den O
Hetherington-Fall O
investiert O
, O
recherchiert O
, O
jeden O
Hinweis O
verfolgt O
und O
ihre O
Kontakte O
genutzt O
. O
Und O
jetzt O
sah O
es O
so O
aus O
, O
dass O
schon O
wieder O
Dianne PER
die O
Früchte O
ihrer O
harten O
Arbeit O
erntete O
! O
Um O
das O
zu O
verstehen O
, O
musste O
man O
nicht O
Einstein O
sein O
. O
Schon O
lange O
hatte O
Emily PER
den O
Verdacht O
, O
dass O
Dianne PER
auch O
der O
Grund O
für O
den O
Bruch O
zwischen O
Adam PER
und O
ihr O
war O
. O
Aber O
das O
störte O
sie O
nicht O
. O
Ihren O
Ex APP
konnte O
diese O
intrigante APP
Schlange APP
ihretwegen O
haben O
, O
aber O
nicht O
ihren O
Job O
! O
» O
Dianne PER
hat O
fantastische O
Verbindungen O
und O
den O
nötigen O
Biss O
, O
um O
ein O
derart O
brisantes O
Thema O
anzupacken O
« O
, O
erklärte O
Adam PER
. O
» O
Ich O
weiß O
, O
wie O
hart O
du O
arbeitest O
, O
allerdings O
habe O
ich O
den O
Eindruck O
, O
dass O
du O
mit O
deinen O
Möglichkeiten O
am O
Ende O
bist O
. O
« O
Nicht O
dass O
er O
große O
Gewissensbisse O
bei O
dem O
empfand O
, O
was O
er O
tat O
, O
doch O
ein O
leichtes O
Unbehagen O
konnte O
er O
nicht O
leugnen O
. O
» O
Es O
wird O
eine O
Menge O
unangenehme O
Fragen O
aufwerfen O
, O
sollte O
