Was O
aber O
dem O
Knaben O
besonders O
entsetzlich O
schien O
, O
das O
war O
ein O
großer O
schwarzer O
Kater O
, O
der O
Liebling O
des O
Maestro O
, O
den O
er O
Abends O
immer O
auf O
den O
Knieen O
hielt O
und O
dem O
helle O
Funken O
entsprühten O
, O
sobald O
der O
Herr O
nur O
streichelnd O
sein O
Fell O
berührte O
. O
Oft O
, O
wenn O
Giovanni O
besonders O
fleißig O
gewesen O
, O
im O
Laufe O
des O
Tages O
, O
oft reported
brach reported
dann reported
nach reported
langer reported
Stille reported
der reported
Maestro reported
das reported
Schweigen reported
und O
erzählte reported
dem reported
Schüler reported
Märchen reported
, O
bei O
denen O
das O
Haar O
des O
Knaben O
sich O
vor O
Entsetzen O
in O
die O
Höhe O
sträubte O
, O
und O
wieder O
trat O
dann O
tiefes O
Schweigen O
ein O
, O
aber O
die O
Seele O
des O
Knaben O
arbeitete O
rüstig O
fort O
. O
Kein O
Mensch O
kann O
die O
Qualen O
nachempfinden O
, O
die O
dabei O
in O
Giovanni O
tobten O
. O
Er O
sah O
die O
Schreckgespenster O
, O
von reported
denen reported
der reported
Maestro reported
lächelnd reported
, reported
wie reported
von reported
lieben reported
Freunden reported
, reported
erzählt reported
hatte reported
, O
an O
den O
Wänden O
auf O
und O
niedersteigen O
, O
sie O
näherten O
sich O
ihm O
, O
griffen O
nach O
ihm O
und O
drohten O
ihn O
zu O
erdrücken O
. O
Dann O
hätte O
er O
aufschreien O
mögen O
vor O
Todesangst O
, O
aber reported
ihm reported
war reported
zu reported
schweigen reported
befohlen reported
und O
er O
wußte O
, O
wie indirect
hart indirect
jede indirect
Uebertretung indirect
der indirect
Befehle indirect
gestraft indirect
wurde indirect
. indirect
So O
litt O
er O
schweigend O
fort O
, O
bis O
der O
Maestro O
sich O
erhob O
und O
den O
Knaben O
selbst O
zu O
Bett O
geleitete O
, O
wo O
seine O
absichtlich O
erregte O
Phantasie O
ihn O
immer O
noch O
lange O
wach O
erhielt O
. O
Tage O
reihten O
sich O
an O
Tage O
, O
und O
Monate O
an O
Monate O
in O
immer O
gleicher O
Weise O
. O
Die O
Zeit O
, O
welche O
Giovanni O
übend O
am O
Klavier O
zubringen O
mußte O
, O
stieg O
je O
länger O
, O
je O
mehr O
und O
der O
Maestro O
schien O
entzückt O
über O
die O
Fortschritte O
seines O
Schülers O
. O
Giovanni O
selbst O
spielte O
gar O
gern O
jene O
süßen O
Weisen O
, O
die O
vor O
seiner O
Seele O
schwebten O
, O
wenn reported
er reported
der reported
fernen reported
Mutter reported
gedachte reported
. reported
Dann O
versuchte O
er O
es O
, O
ihre reported
Stimme reported
nachzuahmen reported
und O
das O
Brausen O
des O
Meeres O
, O
das O
wie O
ein O
zauberisches O
Wiegenlied O
aus O
der O
Vergangenheit O
zu O
ihm O
herüberklang O
. O
Kam O
aber O
der O
Maestro O
dazu O
und O
hörte O
die O
Töne O
, O
so reported
verwies reported
er reported
dem reported
Knaben reported
das reported
thörichte reported
Treiben reported
, O
befahl O
ihm O
, O
fleißig indirect
seine indirect
Passagen indirect
und indirect
Etüden indirect
zu indirect
üben indirect
und O
schilderte O
, O
in O
den O
glänzendsten O
Farben O
, O
die indirect
Freuden indirect
und indirect
das indirect
Glück indirect
, indirect
das indirect
Giovanni indirect
genießen indirect
würde indirect
, indirect
wenn indirect
er indirect
durch indirect
fleißiges indirect
Studium indirect
einst indirect
ein indirect
Meister indirect
in indirect
der indirect
Musik indirect
geworden indirect
sein indirect
würde indirect
. indirect
So O
war O
Giovanni O
zwölf O
Jahre O
geworden O
und O
Marie O
stand O
im O
zehnten O
Jahre O
. O
Auch O
sie O
hatte O
der O
Maestro O
in O
der O
Musik O
unterwiesen O
, O
auch O
sie O
hatte O
täglich O
viele O
Stunden O
übend O
zugebracht O
und O
eine O
gewisse O
Fertigkeit O
erlangt O
; O
aber O
es O
war O
ihr O
nur O
eine O
lästige O
mechanische O
Beschäftigung O
geblieben O
, O
an O
der O
ihr O
Geist O
keinen O
Theil O
hatte O
und O
der O
sie O
sich O
entzog O
, O
sobald O
sie O
konnte O
. O
Dem O
Giovanni O
hingegen O
war O
Musik O
das O
Element O
, O
in O
dem O
seine O
Seele O
lebte O
; O
sie O
war O
seine O
eigentliche O
Sprache O
und O
jeder O
Ton O
, O
der O
sein O
Ohr O
berührte O
, O
regte O
eine O
Welt O
von O
unklaren O
Ahnungen O
in O
ihm O
an O
, O
deren O
Gewalt O
er O
fast O
erlag O
. O
Er O
war O
groß O
über O
seine O
Jahre O
und O
sein O
langes O
dunkles O
Haar O
, O
das O
in O
natürlichen O
Locken O
herabfiel O
, O
gab O
den O
bleichen O
, O
aber O
regelmäßig O
schönen O
Zügen O
des O
Knaben O
eine O
seltene O
Bedeutsamkeit O
. O
Giovanni O
war O
mit O
einem O
feurigen O
Geiste O
und O
mit O
dem O
regsten O
Gefühl O
geboren O
. O
Die O
unaufhörliche O
Beschäftigung O
mit O
der O
Kunst O
, O
die O
seine O
Nerven O
erregte O
, O
das O
einsame O
Leben O
in O
dem O
unheimlichen O
Hause O
und O
die O
furchtbaren O
Märchen O
des O
Maestro O
, O
das O
Alles O
hatte O
ihn O
noch O
empfindlicher O
gemacht O
und O
seine O
Phantasie O
geweckt O
und O
überreizt O
. O
Das O
war O
es O
aber O
grade O
, O
was O
der O
Maestro O
beabsichtigt O
hatte O
; O
und O
mit O
Freuden O
sah O
er O
, O
wie O
Giovanni O
erbebte O
und O
zugleich O
vor O
Wonne O
leuchtete O
, O
bei O
der O
Nachricht O
, O
daß indirect
er indirect
und indirect
Marie indirect
, indirect
an indirect
einem indirect
der indirect
nächsten indirect
Abende indirect
, indirect
in indirect
den indirect
Sälen indirect
des indirect
Marchese indirect
San indirect
Severino indirect
erscheinen indirect
und indirect
dort indirect
spielen indirect
sollten indirect
. indirect
