Er O
zählte O
kaum O
dreiunddreißig O
Jahre O
, O
machte O
ein O
hübsches O
Haus O
, O
war O
ein O
guter O
Gesellschafter O
und O
hatte O
beharrlich O
sich O
geweigert O
zu O
beirathen O
, O
denn O
er O
liebte O
die O
Veränderung O
, O
was O
jedoch O
die O
Damen O
nicht O
abhielt O
, O
sein O
Haus O
in O
Gesellschaft O
ihrer O
Männer O
zu O
besuchen O
; O
denn O
Herr O
Lenoir O
hielt O
streng O
auf O
äußern O
Anstand O
. O
Am O
besagten O
Abend O
hatte O
der O
Rath O
eine O
sehr O
heitere O
Gesellschaft O
bei O
sich O
versammelt O
. O
Herr O
Drou O
, O
Advokat O
, O
war O
mit O
seiner O
Gattin O
, O
seiner O
Schwiegermutter O
der O
Frau O
Deulau O
geladen O
, O
der O
Herr O
Guairal O
, O
Sekretair O
des O
Palais O
, O
mit O
seiner O
Ehehälfte O
, O
der O
Rath O
Tribolet O
, O
die O
Herren O
Bournaux O
, O
Dumesnil O
und O
Naudif O
-- O
lauter O
bekannte O
und O
geachtete O
Personen O
, O
befanden O
sich O
unter O
den O
Gästen O
. O
Herr O
Lenoir O
hatte O
seit O
längerer O
Zeit O
einen O
Diener O
in O
seinem O
Hause O
, O
dem O
er O
als O
Hagestolz O
sein O
Vertrauen O
unbedingt O
schenkte O
. O
Dieser O
Diener O
hieß O
No O
ë O
l O
Roi O
. O
Er O
war O
etwa O
achtund O
vierzig O
Jahre O
alt O
und O
galt reported
bei reported
uns reported
jüngeren reported
Leuten reported
für reported
eine reported
Autorität reported
in reported
Sachen reported
des reported
Lakaienwesens reported
. reported
Er O
konnte O
nun O
, O
wie O
Viele O
seines O
Gleichen O
, O
keinen O
Nebenbuhler O
im O
Hause O
und O
am O
Tisch O
seines O
Herrn O
leiden O
. O
Nicht O
allein O
die O
Verkürzung O
der O
Trinkgelder O
war O
es O
, O
was O
Roi O
im O
Auge O
hatte O
-- O
er O
litt O
überhaupt O
keinen O
Widerspruch O
, O
und O
da O
Herr O
Lenoir O
sich O
sehr O
ungern O
um O
Dinge O
seines O
Junggesellenhausstandes O
kümmerte O
, O
durfte O
Roi O
ungehindert O
schalten O
. O
Daher O
kam O
es O
denn O
, O
daß O
häufig O
, O
wenn O
keine O
allzu O
große O
Zahl O
von O
Gästen O
an O
der O
Tafel O
Lenoirs O
speiste O
, O
Herr O
Roi O
ganz O
allein O
die O
Schmausenden O
bediente O
. O
Am O
20. O
Dezember O
waren O
etwa O
vierzehn O
Gäste O
bei O
Herrn O
Lenoir O
versammelt O
, O
und O
Roi O
hatte O
sich O
daher O
anheischig O
gemacht O
, O
diese O
Herrschaften O
allein O
zu O
bedienen O
. O
Jch reported
wurde reported
noch reported
vor reported
Beginn reported
der reported
Tafel reported
in reported
das reported
Zimmer reported
bestellt reported
, O
weil O
Herr O
Foi O
sier O
, O
der O
ebenfalls O
zugegen O
war O
, O
mir reported
eine reported
Bestellung reported
gab reported
. reported
Nachdem O
ich O
diese O
empfangen O
hatte O
, O
ging O
ich O
fort O
. O
Der O
alte O
Roi O
hatte O
schon O
mit O
scheelen O
Blicken O
unsere O
Versammlung O
in O
dem O
Vorzimmer O
bemerkt O
; O
denn O
wenn O
recht O
viele O
der O
Bedienten O
anwesend O
waren O
, O
dann O
gab O
Herr O
Lenoir O
wohl O
für O
diese O
einiges O
an O
Wein O
zum O
Besten O
. O
Ich reported
richtete reported
meine reported
Bestellung reported
aus reported
und O
kam O
dann O
wieder O
in O
das O
Haus O
Lenoirs O
. O
Hier O
fand O
ich O
nur O
noch O
einige O
Herren O
vor O
, O
darunter O
den O
meinigen O
. O
Die O
Anderen O
hatten O
schon O
das O
Haus O
verlassen O
; O
namentlich O
waren O
Herr O
und O
Madame O
Drou O
früh O
aufgebrochen O
, O
weil O
Herr O
Drou O
sich O
unwohl O
fühlte O
. O
Ich O
will O
hier O
gleich O
erzählen O
, O
was indirect
unter indirect
vielen indirect
anderen indirect
Gegenständen indirect
bei indirect
Tafel indirect
besprochen indirect
wurde indirect
, O
weil reported
dieser reported
Theil reported
der reported
Unterhaltung reported
gerade reported
derjenige reported
ist reported
, reported
dessen reported
Jnhalt reported
zu reported
großen reported
Unannehmlichkeiten reported
führte reported
. reported
Herr O
Drou O
war O
durch O
starke O
Arbeit O
und O
mancherlei O
Verdrießlichkeiten O
in O
eine O
Art O
von O
Melancholie O
verfallen O
, O
die O
ihn O
zuweilen O
für O
seine O
Umgebung O
recht O
ungenießbar O
machte O
. O
Er O
wurde O
fast O
mit O
Gewalt O
von O
seiner O
jungen O
Gattin O
in O
Gesellschaft O
geführt O
, O
um O
sich O
so O
viel O
als O
möglich O
zu O
zerstreuen O
. O
An O
jenem O
Abend O
war O
er O
wieder O
besonders O
schwermüthig O
. O
Alle O
Anwesenden O
bemühten O
sich O
, O
ihn O
zu O
erheitern O
und O
ihm reported
seine reported
Grillen reported
auszureden reported
; O
namentlich O
gab O
sich O
der O
junge O
Herr O
Legouv O
é O
, O
Advokat O
am O
Ch O
â O
telet O
, O
alle O
erdenkliche O
Mühe O
. O
Gerade O
als O
ein O
ganz O
treffliches O
Filet O
mit O
gesottenen O
Trüffeln O
herumgereicht O
ward O
, O
sagte O
er O
zu O
Drou O
: O
„ direct
Nun direct
, direct
beißen direct
Sie direct
tüchtig direct
ein direct
-- direct
das direct
bringt direct
Sie direct
auf direct
andere direct
Gedanken direct
; direct
die direct
Trüffeln direct
haben direct
schon direct
Moli direct
è direct
re direct
begeistert direct
. direct
“ direct
„ direct
Oh direct
, direct
mein direct
Lieber direct
“ direct
, O
sagte O
Drou O
, O
der O
sehr O
finster O
drein O
schaute O
, O
„ direct
ich direct
weiß direct
, direct
daß direct
mir direct
nichts direct
helfen direct
kann direct
, direct
als direct
gute direct
, direct
strenge direct
Diät direct
. direct
