Im O
quellenarmen O
Wüstenland O
Arabischer O
Nomaden O
Irrt O
, O
ohne O
Ziel O
und O
Vaterland O
, O
Auf O
windverwehten O
Pfaden O
, O
Ein O
Polenheld O
und O
grollet O
still O
, O
Daß indirect
noch indirect
sein indirect
Herz indirect
nicht indirect
brechen indirect
will indirect
. indirect
Die O
Sonn' O
auf O
ihn O
heruntersprüht O
Die O
heißen O
Mittagsbrände O
, O
Von O
ihrem O
Flammenkusse O
glüht O
Das O
Schwert O
an O
seiner O
Lende O
; O
Will O
wecken O
ihm O
den O
tapfern O
Stahl O
Zur O
Rachegluth O
der O
Sonnenstrahl O
? O
Sein O
Leib O
neigt O
sich O
dem O
Boden O
zu O
Mit O
dürstendem O
Ermatten O
; O
Der O
sänke O
gern O
zu O
kühler O
Ruh' O
In O
seinen O
eignen O
Schatten O
, O
Der O
tränke O
gern O
vor O
dürrer O
Gluth O
Schier O
seine O
eigne O
Thränenfluth O
. O
Doch O
solche O
Qual O
sein O
Herz O
nicht O
merkt O
, O
Weil O
's O
trägt O
ein O
tief'res O
Kränken O
. O
Er O
schreitet O
fort O
, O
von O
Schmerz O
gestärkt O
, O
Vom reported
Schlachtenangedenken reported
. reported
Manchmal reported
sein reported
Mund reported
Kosziusko reported
! reported
ruft reported
, O
Und O
träumend O
hau't O
er O
in O
die O
Luft O
. O
Als O
nun O
der O
Abend O
Kühlung O
bringt O
, O
Steht O
er O
an O
grüner O
Stelle O
; O
Ein O
süßes O
Lied O
des O
Mitleids O
singt O
Entgegen O
ihm O
die O
Quelle O
, O
Und O
säuselnd O
weht O
das O
Gras O
ihn O
an O
: O
O direct
schlumm're direct
hier direct
, direct
du direct
armer direct
Mann direct
! direct
Er O
sinkt O
, O
er O
schläft O
. O
Der reported
fremde reported
Baum reported
Einflüstert reported
ihn reported
gelinde reported
In reported
einen reported
schönen reported
Heldentraum reported
; O
Die O
Wellen O
und O
die O
Winde O
Umrauschen O
ihn O
wie O
Schlachtengang O
, O
Umrauschen O
ihn O
wie O
Sieg' O
sgesang O
. O
Dort O
kommt O
im O
Osten O
voll O
und O
klar O
Herauf O
des O
Mondes O
Schimmern O
; O
Von O
einer O
Beduinenschaar O
Die O
blanken O
Säbel O
flimmern O
Weithin O
im O
öden O
Mondrevier O
, O
Der O
Wildniß O
nächtlich O
helle O
Zier O
. O
