Das O O O O
Ohr O O O O
des O O O O
Dionysius O O O O
. O O O O
J O O O O
n O O O O
den O O O O
Steinbrüchen O O O O
unweit O O O O
Syrakus O O O O
auf O O O O
Sicilien O O O O
zeigt O O O O
man O O O O
den O O O O
Reisenden O O O O
noch O O O O
jetzt O O O O
unter O O O O
den O O O O
zahlrei O O O O
chen O O O O
dort O O O O
befindlichen O O O O
Höhlen O O O O
den O O O O
Eingang O O O O
des O O O O
großartigen O O O O
Stollengangs O O O O
, O O O O
der O O reported O
im O O reported O
Munde O O reported O
der O O reported O
geschichtlichen O O reported O
Sage O O reported O
das O O reported O
Ohr O O reported O
des O O reported O
Dionysius O O reported O
heißt O O reported O
; O O O O
das O O reported O
syrakusanische O O reported O
Volk O O reported O
nennt O O reported O
ihn O O reported O
wegen O O reported O
des O O reported O
darin O O reported O
bemerkbaren O O reported O
interessanten O O reported O
Echos O O reported O
„ O O reported O
La O O reported O
Grotta O O reported O
della O O reported O
favella O O reported O
“ O O reported O
. O O reported O
Jn O O O O
ellipsenförmiger O O O O
Krümmung O O O O
ist O O O O
ein O O O O
geräumiger O O O O
, O O O O
nach O O O O
oben O O O O
mit O O O O
spitziger O O O O
Wölbung O O O O
abgeschlossener O O O O
Gang O O O O
bis O O O O
auf O O O O
ungefähr O O O O
50 O O O O
Fuß O O O O
Länge O O O O
in O O O O
die O O O O
Tiefe O O O O
des O O O O
Felsens O O O O
gehauen O O O O
; O O O O
eine O O O O
kanalartige O O O O
Rinne O O O O
läuft O O O O
oben O O O O
, O O O O
wo O O O O
sich O O O O
die O O O O
beiden O O O O
Seitenwände O O O O
zusammenneigen O O O O
, O O O O
der O O O O
ganzen O O O O
Ausdehnung O O O O
nach O O O O
bis O O O O
in O O O O
den O O O O
Hintergrund O O O O
und O O O O
bewirkt O O O O
, O O O O
indem O O O O
sie O O O O
die O O O O
an O O O O
den O O O O
gerundeten O O O O
Wänden O O O O
hinaufgleitenden O O O O
Schallwellen O O O O
vereinigt O O O O
und O O O O
nach O O O O
der O O O O
glatten O O O O
Rückwand O O O O
führt O O O O
, O O O O
an O O O O
derselben O O O O
jenes O O O O
merkwürdige O O O O
Echo O O O O
, O O O O
welches O O O O
Veranlassung O O O O
gegeben O O O O
hat O O O O
zu O O O O
der O O O O
bekannten O O O O
Sage O O O O
vom O O O O
Tyrannen O O O O
Dionysius O O O O
, O O O O
der O indirect O O
dort O indirect O O
in O indirect O O
verborgener O indirect O O
Kammer O indirect O O
die O indirect O O
Klagen O indirect O O
und O indirect O O
Befreiungspläne O indirect O O
seiner O indirect O O
unglücklichen O indirect O O
Opfer O indirect O O
belauscht O indirect O O
habe O indirect O O
. O indirect O O
Die O O O O
Schallverstärkung O O O O
am O O O O
Ende O O O O
des O O O O
Raums O O O O
ist O O O O
wirklich O O O O
bemerkenswerth O O O O
. O O O O
Worte O O reported O
, O O reported O
die O O reported O
vorn O O reported O
am O O reported O
Eingange O O reported O
geflüstert O O reported O
werden O O reported O
, O O O O
kann O O O O
man O O O O
ganz O O O O
laut O O O O
und O O O O
deutlich O O O O
vernehmen O O O O
; O O O O
das O O O O
Zerreißen O O O O
eines O O O O
Papierblatts O O O O
nimmt O O O O
sich O O O O
aus O O O O
wie O O O O
Brausen O O O O
des O O O O
wildbewegten O O O O
Meers O O O O
, O O O O
und O O reported O
wenn O O reported O
ein O O reported O
kleiner O O reported O
Böller O O reported O
abgefeuert O O reported O
wird O O reported O
, O O reported O
glaubt O O reported O
man O O reported O
den O O reported O
furchtbarsten O O reported O
Donnerschlag O O reported O
oder O O reported O
das O O reported O
Zusammenstürzen O O reported O
eines O O reported O
Vulkans O O reported O
zu O O reported O
hören O O reported O
. O O reported O
Ein O O O O
italienischer O O O O
Musiklehrer O O O O
, O O O O
Antonio O O O O
Falcone O O O O
, O O O O
hatte O O O O
einen O O O O
Kanon O O O O
gesetzt O O O O
, O O O O
worin O O O O
nur O O O O
zwei O O O O
Stimmen O O O O
von O O O O
Menschen O O O O
, O O O O
die O O O O
übrigen O O O O
aber O O O O
so O O O O
künstlich O O O O
durch O O O O
das O O O O
Echo O O O O
dieser O O O O
Grotte O O O O
ausgeführt O O O O
wurden O O O O
, O O O O
daß O O O O
sich O O O O
die O O O O
vollständigste O O O O
Harmonie O O O O
eines O O O O
Ensemblestücks O O O O
von O O O O
selbst O O O O
ergab O O O O
. O O O O
Dieser O O O O
Falcone O O O O
war O O O O
also O O O O
in O O O O
gewissem O O O O
Sinne O O O O
ein O O O O
Vorgänger O O O O
von O O O O
Daguerre O O O O
; O O O O
wie O O O O
dieser O O O O
die O O O O
Natur O O O O
malen O O O O
, O O O O
so O O O O
lehrte O O O O
sie O O O O
jener O O O O
singen O O O O
. O O O O
