» direct O O O
Lassen direct O O O
Sie direct O O O
sie direct O O O
gehen direct O O O
, direct O O O
Liebste direct O O O
, direct O O O
« direct O O O
rief O O O O
die O O O O
lebhafte O O O O
Marchesa O O O O
; O O O O
das direct O O O
Wagnis direct O O O
erfreut direct O O O
die direct O O O
Jugend direct O O O
; direct O O O
wir direct O O O
vertrauen direct O O O
sie direct O O O
Ihnen direct O O O
an direct O O O
, direct O O O
Don direct O O O
Rafaele direct O O O
, direct O O O
Sie direct O O O
stehen direct O O O
uns direct O O O
für direct O O O
sie direct O O O
ein direct O O O
. direct O O O
« direct O O O
» direct O O O
Mit direct O O O
meinem direct O O O
Leben direct O O O
, direct O O O
« direct O O O
rief O O O O
er O O O O
und O O O O
legte O O O O
die O O O O
Hand O O O O
aufs O O O O
Herz O O O O
; O O O O
dann O O O O
sprang O O O O
er O O O O
jugendlich O O O O
heiter O O O O
dem O O O O
flinken O O O O
Mädchen O O O O
nach O O O O
, O O O O
die O O O O
mit O O O O
kurzem O O O O
Röckchen O O O O
, O O O O
wie O O O O
es O O O O
die O O O O
Mode O O O O
jetzt O O O O
erheischt O O O O
, O O O O
die O O O O
zierlichen O O O O
Füße O O O O
bis O O O O
über O O O O
die O O O O
Knöchel O O O O
sichtbar O O O O
, O O O O
rasch O O O O
voraneilte O O O O
, O O O O
wie O O O O
um O O O O
sich O O O O
jedem O O reported O
ferneren O O reported O
Einspruch O O reported O
zu O O O O
entziehen O O O O
. O O O O
» direct O O O
Armer direct O O O
Don direct O O O
Rafaele direct O O O
! direct O O O
« direct O O O
lachte O O O O
die O O O O
Marchesa O O O O
, O O O O
» direct O O O
die direct O O O
Liebe direct O O O
dringt direct O O O
ihm direct O O O
aus direct O O O
allen direct O O O
Poren direct O O O
; direct O O O
die direct O O O
Jugend direct O O O
und direct O O O
die direct O O O
Natur direct O O O
fordern direct O O O
stürmisch direct O O O
ihr direct O O O
Recht direct O O O
und direct O O O
nun direct O O O
starrt direct O O O
ihm direct O O O
ewig direct O O O
sein direct O O O
Gelübde direct O O O
entgegen direct O O O
. direct O O O
Schon direct O O O
vor direct O O O
mehreren direct O O O
Jahren direct O O O
, direct O O O
kurz direct O O O
nachdem direct O O O
er direct O O O
hier direct O O O
heraufgekommen direct O O O
war direct O O O
, direct O O O
bat direct O O O
er direct O O O
mich direct O O O
, direct O O O
mir direct O O O
eine direct O O O
Sammlung direct O O O
Gedichte direct O O O
von direct O O O
sich direct O O O
überreichen direct O O O
zu direct O O O
dürfen direct O O O
. direct O O O
Ich direct O O O
dachte direct O O O
, direct O O O
es direct O O O
würden direct O O O
Gedichte direct O O O
geistlichen direct O O O
Inhalts direct O O O
sein direct O O O
; direct O O O
wer direct O O O
beschreibt direct O O O
mein direct O O O
Erstaunen direct O O O
, direct O O O
als direct O O O
ich direct O O O
sie direct O O O
überschrieben direct O O O
finde direct O O O
: direct O O O
Erotische direct O O O
Gedichte direct O O O
. direct O O O
« direct O O O
» direct O O O
Ja direct O O O
, direct O O O
ob direct O O O
wir direct O O O
recht direct O O O
tun direct O O O
, direct O O O
ihn direct O O O
der direct O O O
Versuchung direct O O O
auszusetzen direct O O O
– direct O O O
« direct O O O
sagte O O O O
Marianne O O O O
, O O O O
bedenklich O O O O
den O O O O
Kopf O O O O
schüttelnd O O O O
. O O O O
» direct O O O
Ach direct O O O
, direct O O O
es direct O O O
wird direct O O O
ja direct O O O
weiter direct O O O
kein direct O O O
Unheil direct O O O
daraus direct O O O
entstehen direct O O O
, direct O O O
« direct O O O
versetzte O O O O
die O O O O
Marchesa O O O O
sorglos O O O O
; O O O O
» direct O O O
der direct O O O
arme direct O O O
Schelm direct O O O
genießt direct O O O
einmal direct O O O
das direct O O O
Glück direct O O O
, direct O O O
mit direct O O O
einem direct O O O
gebildeten direct O O O
jungen direct O O O
Mädchen direct O O O
zu direct O O O
verkehren direct O O O
; direct O O O
wenn direct O O O
es direct O O O
etwas direct O O O
tiefer direct O O O
gehen direct O O O
sollte direct O O O
als direct O O O
nötig direct O O O
ist direct O O O
, direct O O O
so direct O O O
wird direct O O O
sich direct O O O
das direct O O O
im direct O O O
Winter direct O O O
hier direct O O O
oben direct O O O
, direct O O O
in direct O O O
Schnee direct O O O
und direct O O O
Eis direct O O O
, direct O O O
wieder direct O O O
abkühlen direct O O O
. direct O O O
Er direct O O O
hat direct O O O
ein direct O O O
solches direct O O O
Glück direct O O O
noch direct O O O
nie direct O O O
genossen direct O O O
und direct O O O
in direct O O O
sei direct O O O
nem direct O O O
Umgang direct O O O
hier direct O O O
mit direct O O O
den direct O O O
Bäuerinnen direct O O O
ist direct O O O
er direct O O O
untadelhaft direct O O O
. direct O O O
« direct O O O
Inzwischen O O O O
wanderten O O O O
die O O reported O
beiden O O reported O
jungen O O reported O
Leute O O reported O
in O O reported O
heiteren O O reported O
Gesprächen O O reported O
bergauf O O O O
, O O O O
bergab O O O O
, O O O O
ihrem O O O O
Ziele O O O O
zu O O O O
. O O O O
Don O O O O
Rafaele O O O O
war O O O O
strahlend O O O O
von O O O O
jugendlicher O O O O
Lust O O O O
; O O O O
sein O O O O
schönes O O O O
Angesicht O O O O
leuchtete O O O O
in O O O O
frohem O O O O
Übermut O O O O
; O O O O
alle O O O O
Spur O O O O
düsteren O O O O
Ernstes O O O O
und O O O O
unterdrückter O O O O
Leidenschaftlichkeit O O O O
war O O O O
verschwunden O O O O
und O O O O
nur O O reported O
der O O reported O
lange O O reported O
, O O reported O
schwarze O O reported O
Rock O O reported O
, O O reported O
der O O reported O
die O O reported O
schlanke O O reported O
Jünglingsgestalt O O reported O
umgab O O reported O
, O O reported O
erinnerte O O reported O
noch O O reported O
an O O reported O
den O O reported O
Priester O O reported O
. O O reported O
Er O O reported O
scherzte O O reported O
und O O O O
lachte O O O O
, O O O O
malte O O reported O
Theresa O O reported O
mit O O reported O
furchtbaren O O reported O
Farben O O reported O
die O O reported O
Gefahren O O reported O
aus O O reported O
, O O reported O
denen O O reported O
sie O O reported O
entgegenging O O reported O
, O O O O
fügte O O O O
aber O O O O
dann O O O O
hinzu O O O O
: O O O O
» direct O O O
Doch direct O O O
ich direct O O O
bin direct O O O
Ihr direct O O O
Schutzengel direct O O O
, direct O O O
ich direct O O O
heiße direct O O O
ja direct O O O
Rafael direct O O O
und direct O O O
wer direct O O O
weiß direct O O O
, direct O O O
ob direct O O O
ich direct O O O
im direct O O O
geeigneten direct O O O
Augenblick direct O O O
nicht direct O O O
Flügel direct O O O
entfalte direct O O O
, direct O O O
um direct O O O
Sie direct O O O
hinüberzutragen direct O O O
. direct O O O
« direct O O O
Nein direct O O O
, direct O O O
nein direct O O O
, direct O O O
ich direct O O O
vertraue direct O O O
auf direct O O O
mich direct O O O
selbst direct O O O
, direct O O O
ich direct O O O
habe direct O O O
keine direct O O O
Furcht direct O O O
, direct O O O
« direct O O O
rief O O O O
Theresa O O O O
, O O O O
» direct O O O
und direct O O O
an direct O O O
die direct O O O
Schutzengel direct O O O
glaube direct O O O
ich direct O O O
nicht direct O O O
. direct O O O
« direct O O O
» direct O O O
Aber direct O O O
an direct O O O
mich direct O O O
glauben direct O O O
Sie direct O O O
, direct O O O
Theresa direct O O O
, direct O O O
nicht direct O O O
wahr direct O O O
? direct O O O
« direct O O O
sagte O O O O
er O O O O
plötzlich O O O O
mit O O O O
solcher O O O O
Innigkeit O O O O
, O O O O
indem O O O O
er O O O O
vor O O O O
ihr O O O O
stehen O O O O
blieb O O O O
und O O O O
sie O O reported O
zum O O reported O
erstenmal O O reported O
bei O O reported O
ihrem O O reported O
Namen O O reported O
nannte O O reported O
, O O O O
daß O O O O
es O O O O
sie O O O O
im O O O O
Innersten O O O O
erbeben O O O O
machte O O O O
und O O O O
noch O O O O
ehe O O O O
sie O O O O
sich O O O O
besann O O O O
, O O O O
was O indirect O O
sie O indirect O O
antworten O indirect O O
solle O indirect O O
, O O O O
pflückte O O O O
er O O O O
eine O O O O
kleine O O O O
blaue O O O O
Blume O O O O
, O O O O
die O O O O
am O O O O
Wege O O O O
stand O O O O
, O O O O
reichte O O O O
sie O O O O
ihr O O O O
und O O O O
sagte O O O O
: O O O O
» direct O O O
Dies direct O O O
ist direct O O O
mein direct O O O
Herz direct O O O
, direct O O O
Theresa direct O O O
, direct O O O
ich direct O O O
gebe direct O O O
es direct O O O
Ihnen direct O O O
. direct O O O
« direct O O O
Eine O O O O
unerklärliche O O O O
Befangenheit O O O O
hatte O O O O
sich O O O O
Theresas O O O O
bemächtigt O O O O
und O O O O
all O O O O
ihren O O O O
Übermut O O O O
verscheucht O O O O
; O O O O
sie O O reported O
fand O O reported O
keine O O reported O
Erwiderung O O reported O
, O O O O
nahm O O O O
die O O O O
Blume O O O O
aus O O O O
seiner O O O O
Hand O O O O
und O O O O
sagte O O O O
nur O O O O
schüchtern O O O O
: O O O O
» direct O O O
O direct O O O
, direct O O O
Don direct O O O
Rafaele direct O O O
– direct O O O
« direct O O O
» direct O O O
Ich direct O O O
danke direct O O O
, direct O O O
Theresa direct O O O
, direct O O O
ich direct O O O
danke direct O O O
, direct O O O
« direct O O O
versetzte O O O O
er O O O O
mit O O O O
Wärme O O O O
, O O O O
zog O O O O
, O O O O
ehe O O O O
sie O O O O
es O O O O
verhindern O O O O
konnte O O O O
, O O O O
ihre O O O O
Hand O O O O
an O O O O
seine O O O O
Lippen O O O O
und O O O O
drückte O O O O
einen O O O O
Kuß O O O O
