Beide O O O O
Rotten O O O O
stehn O O O O
schlagfertig O O O O
Vor O O O O
den O O O O
Schranken O O O O
in O O O O
dem O O O O
Saale O O O O
, O O O O
Und O O O O
das O O O O
Volk O O O O
mit O O O O
Ungeduld O O O O
Harret O O O O
drängend O O O O
der O O O O
Signale O O O O
. O O O O
Unter O O O O
goldnem O O O O
Baldachin O O O O
Und O O O O
umrauscht O O O O
vom O O O O
Hofgesinde O O O O
Sitzt O O O O
der O O O O
König O O O O
und O O O O
die O O O O
Kön'gin O O O O
; O O O O
Diese O O O O
gleichet O O O O
einem O O O O
Kinde O O O O
. O O O O
Ein O O O O
französisch O O O O
stumpfes O O O O
Näschen O O O O
, O O O O
Schalkheit O O O O
kichert O O O O
in O O O O
den O O O O
Mienen O O O O
, O O O O
Doch O O O O
bezaubernd O O O O
sind O O O O
des O O O O
Mundes O O O O
Jmmer O O O O
lächelnde O O O O
Rubinen O O O O
. O O O O
Schöne O O O O
, O O O O
flatterhafte O O O O
Blume O O O O
- O O O O
Daß O O O O
sich O O O O
ihrer O O O O
Gott O O O O
erbarme O O O O
! O O O O
- O O O O
Von O O O O
dem O O O O
heitern O O O O
Seine O O O O
=Ufer O O O O
Wurde O O O O
sie O O O O
verpflanzt O O O O
, O O O O
die O O O O
Arme O O O O
, O O O O
Hierher O O O O
in O O O O
den O O O O
steifen O O O O
Boden O O O O
Der O O O O
hispanischen O O O O
Grandezza O O O O
; O O O O
Weiland O O O O
hieß O O O O
sie O O O O
Blauch' O O O O
de O O O O
Bourbon O O O O
, O O O O
Donna O O O O
Blanka O O O O
heißt O O O O
sie O O O O
jetzo O O O O
. O O O O
Pedro O O reported O
wird O O reported O
genannt O O reported O
der O O reported O
König O O reported O
Mit O O reported O
dem O O reported O
Zusatz O O reported O
der O O reported O
Grausame O O reported O
Aber O O O O
heute O O O O
, O O O O
milden O O O O
Sinnes O O O O
, O O O O
Jst O O O O
er O O O O
besser O O O O
als O O O O
sein O O O O
Name O O O O
. O O O O
Unterhält O O reported O
sich O O reported O
gut O O reported O
gelaunt O O reported O
Mit O O reported O
des O O reported O
Hofes O O reported O
Edelleuten O O reported O
; O O O O
Auch O O reported O
den O O reported O
Juden O O reported O
und O O reported O
den O O reported O
Mohren O O reported O
Sagt O O reported O
er O O reported O
viele O O reported O
Artigkeiten O O reported O
. O O reported O
Diese O O O O
Ritter O O O O
ohne O O O O
Vorhaut O O O O
Sind O O O O
des O O O O
Königs O O O O
Lieblingsschranzen O O O O
, O O O O
Sie O O reported O
befehl'gen O O reported O
seine O O reported O
Heere O O reported O
, O O O O
Sie O O O O
verwalten O O O O
die O O O O
Finanzen O O O O
. O O O O
Aber O O O O
plötzlich O O O O
Paukenschläge O O O O
, O O O O
Und O O O O
es O O O O
melden O O O O
die O O O O
Trompeten O O O O
, O O O O
Daß O O O O
begonnen O O O O
hat O O O O
der O O O O
Maulkampf O O O O
, O O O O
Der O O reported O
Disput O O reported O
der O O reported O
zwei O O reported O
Athleten O O reported O
. O O reported O
Der O O O O
Gardian O O O O
der O O O O
Franciskaner O O O O
Bricht O O O O
hervor O O O O
mit O O O O
frommem O O O O
Grimme O O O O
; O O O O
Polternd O O O O
roh O O O O
und O O O O
widrig O O O O
greinend O O O O
Jst O O O O
abwechselnd O O O O
seine O O O O
Stimme O O O O
. O O O O
Jn O O reported O
des O O reported O
Vaters O O reported O
und O O reported O
des O O reported O
Sohnes O O reported O
Und O O reported O
des O O reported O
heil'gen O O reported O
Geistes O O reported O
Namen O O reported O
Exorcieret O O reported O
er O O reported O
den O O reported O
Rabbi O O reported O
, O O reported O
Jakobs O O reported O
moledeiten O O reported O
Saamen O O reported O
. O O reported O
Denn O O O O
bei O O O O
solchen O O O O
Kontroversen O O O O
Sind O O O O
oft O O O O
Teufelchen O O O O
verborgen O O O O
Jn O O O O
dem O O O O
Juden O O O O
, O O O O
die O O O O
mit O O O O
Scharfsinn O O O O
, O O O O
Witz O O O O
und O O O O
Gründen O O O O
ihn O O O O
versorgen O O O O
. O O O O
Nun O O O O
die O O O O
Teufel O O O O
ausgetrieben O O O O
Durch O O O O
die O O O O
Macht O O O O
des O O O O
Exorcismus O O O O
, O O O O
Kommt O O O O
der O O O O
Mönch O O O O
auch O O O O
zur O O O O
Dogmatik O O O O
, O O O O
Kugelt O O O O
ab O O O O
den O O O O
Katechismus O O O O
. O O O O
